,Kod,Isim,ForexBuying,ForexSelling,BanknoteBuying,BanknoteSelling,CrossRateUSD,CrossRateOther,Tarih
15263,DKK,DANİMARKA KRONU,2.5889,2.6016,2.5870,2.6076,7.1810,,2022-11-30
15264,JPY,JAPON YENİ,13.3936,13.4823,13.3441,13.5335,138.68,,2022-11-30
15265,RON,RUMEN LEYİ,3.8946,3.9456,,,4.7540,,2022-11-30
15266,RUB,RUS RUBLESİ,0.30410,0.30808,,,60.89,,2022-11-30
15267,IRR,İRAN RİYALİ,0.04408,0.04466,,,42000,,2022-11-30
15268,CNY,ÇİN YUANI,2.6026,2.6367,,,7.1141,,2022-11-30
15269,PKR,PAKİSTAN RUPİSİ,0.08246,0.08354,,,224.53,,2022-11-30
15270,QAR,KATAR RİYALİ,5.0651,5.1314,,,3.6554,,2022-11-30
15271,KRW,GÜNEY KORE WONU,0.01406,0.01425,,,1317,,2022-11-30
15272,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0408,5.1068,,,3.6730,,2022-11-30
15273,BGN,BULGAR LEVASI,9.8033,9.9316,,,1.8887,,2022-11-30
15274,AUD,AVUSTRALYA DOLARI,12.4838,12.5652,12.4263,12.6406,1.4880,,2022-11-30
15275,USD,ABD DOLARI,18.6123,18.6458,18.5992,18.6738,,,2022-12-01
15276,SAR,SUUDİ ARABİSTAN RİYALİ,4.9513,4.9602,4.9142,4.9974,3.7591,,2022-12-01
15277,AUD,AVUSTRALYA DOLARI,12.6453,12.7277,12.5871,12.8041,1.4684,,2022-12-01
15278,DKK,DANİMARKA KRONU,2.6074,2.6202,2.6055,2.6262,7.1273,,2022-12-01
15279,EUR,EURO,19.4206,19.4556,19.4070,19.4848,,1.0434,2022-12-01
15280,GBP,İNGİLİZ STERLİNİ,22.5369,22.6543,22.5211,22.6883,,1.2129,2022-12-01
15281,CHF,İSVİÇRE FRANGI,19.6710,19.7973,19.6415,19.8270,0.9440,,2022-12-01
15282,SEK,İSVEÇ KRONU,1.7704,1.7888,1.7692,1.7929,10.47,,2022-12-01
15283,CAD,KANADA DOLARI,13.8505,13.9129,13.7992,13.9658,1.3420,,2022-12-01
15284,KWD,KUVEYT DİNARI,60.2537,61.0421,59.3499,61.9578,,3.2556,2022-12-01
15285,NOK,NORVEÇ KRONU,1.8912,1.9039,1.8898,1.9083,9.8175,,2022-12-01
15286,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0389,5.1048,,,3.6730,,2022-12-01
15287,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.5943,,,,,1.32021,2022-12-01
15288,BGN,BULGAR LEVASI,9.8732,10.0024,,,1.8746,,2022-12-01
15289,RON,RUMEN LEYİ,3.9179,3.9692,,,4.7239,,2022-12-01
15290,RUB,RUS RUBLESİ,0.30278,0.30674,,,61.13,,2022-12-01
15291,IRR,İRAN RİYALİ,0.04407,0.04464,,,42000,,2022-12-01
15292,CNY,ÇİN YUANI,2.6146,2.6488,,,7.0788,,2022-12-01
15293,PKR,PAKİSTAN RUPİSİ,0.08239,0.08347,,,224.63,,2022-12-01
15294,QAR,KATAR RİYALİ,5.0651,5.1314,,,3.6540,,2022-12-01
15295,KRW,GÜNEY KORE WONU,0.01420,0.01439,,,1303,,2022-12-01
15296,AZN,AZERBAYCAN YENİ MANATI,10.8870,11.0295,,,1.7000,,2022-12-01
15297,JPY,JAPON YENİ,13.6199,13.7101,13.5695,13.7622,136.33,,2022-12-01
15298,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.7278,,,,,1.32752,2022-12-02
15299,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0384,5.1043,,,3.6730,,2022-12-02
15300,KRW,GÜNEY KORE WONU,0.01426,0.01445,,,1298,,2022-12-02
15301,PKR,PAKİSTAN RUPİSİ,0.08250,0.08358,,,224.32,,2022-12-02
15302,CNY,ÇİN YUANI,2.6314,2.6659,,,7.0327,,2022-12-02
15303,IRR,İRAN RİYALİ,0.04406,0.04464,,,42000,,2022-12-02
15304,RUB,RUS RUBLESİ,0.29978,0.30370,,,61.73,,2022-12-02
15305,RON,RUMEN LEYİ,3.9541,4.0058,,,4.6802,,2022-12-02
15306,BGN,BULGAR LEVASI,9.9656,10.0960,,,1.8570,,2022-12-02
15307,JPY,JAPON YENİ,13.8279,13.9195,13.7768,13.9724,134.26,,2022-12-02
15308,SAR,SUUDİ ARABİSTAN RİYALİ,4.9506,4.9595,4.9135,4.9967,3.7592,,2022-12-02
15309,NOK,NORVEÇ KRONU,1.9074,1.9203,1.9061,1.9247,9.7328,,2022-12-02
15310,AZN,AZERBAYCAN YENİ MANATI,10.8859,11.0283,,,1.7000,,2022-12-02
15311,KWD,KUVEYT DİNARI,60.3742,61.1641,59.4685,62.0816,,3.2624,2022-12-02
15312,CAD,KANADA DOLARI,13.8331,13.8955,13.7819,13.9483,1.3435,,2022-12-02
15313,SEK,İSVEÇ KRONU,1.7972,1.8158,1.7959,1.8200,10.31,,2022-12-02
15314,CHF,İSVİÇRE FRANGI,19.8598,19.9873,19.8300,20.0173,0.9349,,2022-12-02
15315,GBP,İNGİLİZ STERLİNİ,22.7920,22.9108,22.7760,22.9451,,1.2268,2022-12-02
15316,EUR,EURO,19.6004,19.6357,19.5866,19.6651,,1.0532,2022-12-02
15317,DKK,DANİMARKA KRONU,2.6313,2.6443,2.6295,2.6504,7.0616,,2022-12-02
15318,AUD,AVUSTRALYA DOLARI,12.6656,12.7482,12.6074,12.8247,1.4659,,2022-12-02
15319,USD,ABD DOLARI,18.6103,18.6438,18.5973,18.6718,,,2022-12-02
15320,QAR,KATAR RİYALİ,5.0495,5.1156,,,3.6649,,2022-12-02
15321,USD,ABD DOLARI,18.6130,18.6465,18.6000,18.6745,,,2022-12-05
15322,SAR,SUUDİ ARABİSTAN RİYALİ,4.9516,4.9605,4.9145,4.9977,3.7590,,2022-12-05
15323,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0391,5.1051,,,3.6730,,2022-12-05
15324,KRW,GÜNEY KORE WONU,0.01428,0.01447,,,1296,,2022-12-05
15325,QAR,KATAR RİYALİ,5.0476,5.1136,,,3.6669,,2022-12-05
15326,PKR,PAKİSTAN RUPİSİ,0.08247,0.08355,,,224.42,,2022-12-05
15327,CNY,ÇİN YUANI,2.6613,2.6961,,,6.9548,,2022-12-05
15328,IRR,İRAN RİYALİ,0.04407,0.04464,,,42000,,2022-12-05
15329,RUB,RUS RUBLESİ,0.29749,0.30138,,,62.22,,2022-12-05
15330,RON,RUMEN LEYİ,3.9673,4.0192,,,4.6653,,2022-12-05
15331,BGN,BULGAR LEVASI,9.9208,10.0506,,,1.8657,,2022-12-05
15332,JPY,JAPON YENİ,13.7375,13.8285,13.6867,13.8810,135.17,,2022-12-05
15333,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.7694,,,,,1.32956,2022-12-05
15334,NOK,NORVEÇ KRONU,1.9024,1.9151,1.9010,1.9195,9.7602,,2022-12-05
15335,KWD,KUVEYT DİNARI,60.3367,61.1262,59.4317,62.0431,,3.2599,2022-12-05
15336,CAD,KANADA DOLARI,13.8491,13.9115,13.7978,13.9644,1.3422,,2022-12-05
15337,SEK,İSVEÇ KRONU,1.7985,1.8171,1.7972,1.8213,10.31,,2022-12-05
15338,CHF,İSVİÇRE FRANGI,19.8564,19.9839,19.8266,20.0138,0.9352,,2022-12-05
15339,GBP,İNGİLİZ STERLİNİ,22.8292,22.9482,22.8132,22.9826,,1.2286,2022-12-05
15340,EUR,EURO,19.6436,19.6789,19.6298,19.7085,,1.0554,2022-12-05
15341,DKK,DANİMARKA KRONU,2.6373,2.6502,2.6354,2.6563,7.0467,,2022-12-05
15342,AUD,AVUSTRALYA DOLARI,12.6452,12.7276,12.5870,12.8040,1.4685,,2022-12-05
15343,AZN,AZERBAYCAN YENİ MANATI,10.8763,11.0186,,,1.7018,,2022-12-05
15344,USD,ABD DOLARI,18.6143,18.6479,18.6013,18.6758,,,2022-12-06
15345,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0395,5.1054,,,3.6730,,2022-12-06
15346,AZN,AZERBAYCAN YENİ MANATI,10.8882,11.0307,,,1.7000,,2022-12-06
15347,AUD,AVUSTRALYA DOLARI,12.4817,12.5631,12.4243,12.6385,1.4878,,2022-12-06
15348,DKK,DANİMARKA KRONU,2.6227,2.6356,2.6209,2.6417,7.0863,,2022-12-06
15349,EUR,EURO,19.5375,19.5727,19.5238,19.6020,,1.0496,2022-12-06
15350,GBP,İNGİLİZ STERLİNİ,22.6496,22.7677,22.6338,22.8019,,1.2189,2022-12-06
15351,CHF,İSVİÇRE FRANGI,19.6947,19.8212,19.6652,19.8509,0.9430,,2022-12-06
15352,SEK,İSVEÇ KRONU,1.7847,1.8032,1.7835,1.8073,10.39,,2022-12-06
15353,CAD,KANADA DOLARI,13.6596,13.7213,13.6091,13.7734,1.3609,,2022-12-06
15354,KWD,KUVEYT DİNARI,60.3043,61.0934,59.3997,62.0098,,3.2579,2022-12-06
15355,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.6784,,,,,1.32458,2022-12-06
15356,NOK,NORVEÇ KRONU,1.8690,1.8816,1.8677,1.8859,9.9351,,2022-12-06
15357,BGN,BULGAR LEVASI,9.9335,10.0635,,,1.8634,,2022-12-06
15358,RON,RUMEN LEYİ,3.9538,4.0056,,,4.6815,,2022-12-06
15359,RUB,RUS RUBLESİ,0.29388,0.29773,,,62.98,,2022-12-06
15360,IRR,İRAN RİYALİ,0.04407,0.04465,,,42000,,2022-12-06
15361,CNY,ÇİN YUANI,2.6471,2.6818,,,6.9925,,2022-12-06
15362,PKR,PAKİSTAN RUPİSİ,0.08245,0.08353,,,224.49,,2022-12-06
15363,QAR,KATAR RİYALİ,5.0595,5.1257,,,3.6585,,2022-12-06
15364,KRW,GÜNEY KORE WONU,0.01401,0.01420,,,1321,,2022-12-06
15365,JPY,JAPON YENİ,13.5761,13.6660,13.5259,13.7179,136.78,,2022-12-06
15366,SAR,SUUDİ ARABİSTAN RİYALİ,4.9512,4.9601,4.9140,4.9973,3.7596,,2022-12-06
15367,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.6552,,,,,1.32318,2022-12-07
15368,AZN,AZERBAYCAN YENİ MANATI,10.8896,11.0321,,,1.7000,,2022-12-07
15369,DKK,DANİMARKA KRONU,2.6177,2.6305,2.6158,2.6366,7.1009,,2022-12-07
15370,EUR,EURO,19.5015,19.5366,19.4879,19.5660,,1.0475,2022-12-07
15371,GBP,İNGİLİZ STERLİNİ,22.5675,22.6852,22.5517,22.7192,,1.2143,2022-12-07
15372,CHF,İSVİÇRE FRANGI,19.7156,19.8422,19.6860,19.8720,0.9421,,2022-12-07
15373,SEK,İSVEÇ KRONU,1.7797,1.7981,1.7784,1.8022,10.42,,2022-12-07
15374,CAD,KANADA DOLARI,13.5955,13.6569,13.5452,13.7088,1.3675,,2022-12-07
15375,KWD,KUVEYT DİNARI,60.2936,61.0826,59.3892,61.9988,,3.2570,2022-12-07
15376,NOK,NORVEÇ KRONU,1.8480,1.8604,1.8467,1.8647,10.05,,2022-12-07
15377,AUD,AVUSTRALYA DOLARI,12.4119,12.4928,12.3548,12.5678,1.4964,,2022-12-07
15378,SAR,SUUDİ ARABİSTAN RİYALİ,4.9508,4.9597,4.9137,4.9969,3.7603,,2022-12-07
15379,BGN,BULGAR LEVASI,9.9151,10.0449,,,1.8671,,2022-12-07
15380,RON,RUMEN LEYİ,3.9447,3.9963,,,4.6930,,2022-12-07
15381,RUB,RUS RUBLESİ,0.29417,0.29802,,,62.93,,2022-12-07
15382,IRR,İRAN RİYALİ,0.04408,0.04465,,,42000,,2022-12-07
15383,CNY,ÇİN YUANI,2.6520,2.6868,,,6.9804,,2022-12-07
15384,PKR,PAKİSTAN RUPİSİ,0.08244,0.08352,,,224.55,,2022-12-07
15385,QAR,KATAR RİYALİ,5.0642,5.1305,,,3.6555,,2022-12-07
15386,KRW,GÜNEY KORE WONU,0.01400,0.01419,,,1322,,2022-12-07
15387,JPY,JAPON YENİ,13.5027,13.5921,13.4528,13.6438,137.54,,2022-12-07
15388,USD,ABD DOLARI,18.6166,18.6501,18.6036,18.6781,,,2022-12-07
15389,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0401,5.1060,,,3.6730,,2022-12-07
15390,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0411,5.1071,,,3.6730,,2022-12-08
15391,KRW,GÜNEY KORE WONU,0.01403,0.01422,,,1320,,2022-12-08
15392,QAR,KATAR RİYALİ,5.0642,5.1304,,,3.6562,,2022-12-08
15393,PKR,PAKİSTAN RUPİSİ,0.08242,0.08350,,,224.65,,2022-12-08
15394,CNY,ÇİN YUANI,2.6558,2.6905,,,6.9720,,2022-12-08
15395,IRR,İRAN RİYALİ,0.04409,0.04466,,,42000,,2022-12-08
15396,RUB,RUS RUBLESİ,0.29557,0.29943,,,62.65,,2022-12-08
15397,RON,RUMEN LEYİ,3.9591,4.0109,,,4.6768,,2022-12-08
15398,BGN,BULGAR LEVASI,9.9531,10.0833,,,1.8603,,2022-12-08
15399,JPY,JAPON YENİ,13.5769,13.6668,13.5266,13.7187,136.82,,2022-12-08
15400,SAR,SUUDİ ARABİSTAN RİYALİ,4.9514,4.9603,4.9143,4.9975,3.7606,,2022-12-08
15401,NOK,NORVEÇ KRONU,1.8557,1.8681,1.8544,1.8724,10.01,,2022-12-08
15402,KWD,KUVEYT DİNARI,60.3205,61.1098,59.4157,62.0265,,3.2578,2022-12-08
15403,CAD,KANADA DOLARI,13.6125,13.6739,13.5621,13.7258,1.3660,,2022-12-08
15404,SEK,İSVEÇ KRONU,1.7862,1.8047,1.7849,1.8088,10.38,,2022-12-08
15405,CHF,İSVİÇRE FRANGI,19.7378,19.8645,19.7082,19.8943,0.9412,,2022-12-08
15406,GBP,İNGİLİZ STERLİNİ,22.6485,22.7665,22.6326,22.8007,,1.2184,2022-12-08
15407,EUR,EURO,19.5764,19.6117,19.5627,19.6411,,1.0514,2022-12-08
15408,DKK,DANİMARKA KRONU,2.6279,2.6408,2.6260,2.6468,7.0747,,2022-12-08
15409,AUD,AVUSTRALYA DOLARI,12.4955,12.5769,12.4380,12.6524,1.4867,,2022-12-08
15410,USD,ABD DOLARI,18.6202,18.6538,18.6072,18.6818,,,2022-12-08
15411,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.7060,,,,,1.32564,2022-12-08
15412,AZN,AZERBAYCAN YENİ MANATI,10.8917,11.0342,,,1.7000,,2022-12-08
15413,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.7687,,,,,1.32896,2022-12-09
15414,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0413,5.1073,,,3.6730,,2022-12-09
15415,KRW,GÜNEY KORE WONU,0.01422,0.01440,,,1303,,2022-12-09
15416,USD,ABD DOLARI,18.6208,18.6544,18.6078,18.6824,,,2022-12-09
15417,AUD,AVUSTRALYA DOLARI,12.5808,12.6629,12.5230,12.7389,1.4766,,2022-12-09
15418,DKK,DANİMARKA KRONU,2.6403,2.6533,2.6385,2.6594,7.0416,,2022-12-09
15419,EUR,EURO,19.6684,19.7039,19.6547,19.7334,,1.0563,2022-12-09
15420,GBP,İNGİLİZ STERLİNİ,22.7801,22.8989,22.7641,22.9332,,1.2255,2022-12-09
15421,CHF,İSVİÇRE FRANGI,19.9023,20.0301,19.8725,20.0601,0.9335,,2022-12-09
15422,SEK,İSVEÇ KRONU,1.7967,1.8153,1.7955,1.8195,10.32,,2022-12-09
15423,CAD,KANADA DOLARI,13.6568,13.7184,13.6063,13.7705,1.3616,,2022-12-09
15424,KWD,KUVEYT DİNARI,60.3795,61.1695,59.4738,62.0871,,3.2609,2022-12-09
15425,NOK,NORVEÇ KRONU,1.8630,1.8755,1.8617,1.8798,9.9706,,2022-12-09
15426,JPY,JAPON YENİ,13.6452,13.7356,13.5947,13.7877,136.14,,2022-12-09
15427,BGN,BULGAR LEVASI,10.0000,10.1308,,,1.8517,,2022-12-09
15428,RON,RUMEN LEYİ,3.9761,4.0282,,,4.6569,,2022-12-09
15429,RUB,RUS RUBLESİ,0.29659,0.30047,,,62.43,,2022-12-09
15430,IRR,İRAN RİYALİ,0.04409,0.04466,,,42000,,2022-12-09
15431,CNY,ÇİN YUANI,2.6630,2.6979,,,6.9531,,2022-12-09
15432,PKR,PAKİSTAN RUPİSİ,0.08241,0.08348,,,224.70,,2022-12-09
15433,QAR,KATAR RİYALİ,5.0604,5.1266,,,3.6591,,2022-12-09
15434,AZN,AZERBAYCAN YENİ MANATI,10.8920,11.0346,,,1.7000,,2022-12-09
15435,SAR,SUUDİ ARABİSTAN RİYALİ,4.9517,4.9606,4.9146,4.9978,3.7605,,2022-12-09
15436,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.7405,,,,,1.32752,2022-12-12
15437,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0410,5.1069,,,3.6730,,2022-12-12
15438,AZN,AZERBAYCAN YENİ MANATI,10.8915,11.0340,,,1.7000,,2022-12-12
15439,AUD,AVUSTRALYA DOLARI,12.5913,12.6735,12.5334,12.7495,1.4753,,2022-12-12
15440,DKK,DANİMARKA KRONU,2.6363,2.6492,2.6345,2.6553,7.0519,,2022-12-12
15441,EUR,EURO,19.6386,19.6739,19.6248,19.7035,,1.0547,2022-12-12
15442,GBP,İNGİLİZ STERLİNİ,22.7946,22.9134,22.7786,22.9478,,1.2263,2022-12-12
15443,CHF,İSVİÇRE FRANGI,19.8953,20.0230,19.8654,20.0530,0.9337,,2022-12-12
15444,SEK,İSVEÇ KRONU,1.7943,1.8129,1.7931,1.8171,10.33,,2022-12-12
15445,CAD,KANADA DOLARI,13.6154,13.6768,13.5650,13.7287,1.3657,,2022-12-12
15446,KWD,KUVEYT DİNARI,60.3485,61.1382,59.4433,62.0553,,3.2593,2022-12-12
15447,NOK,NORVEÇ KRONU,1.8559,1.8684,1.8546,1.8727,10.01,,2022-12-12
15448,KRW,GÜNEY KORE WONU,0.01417,0.01436,,,1306,,2022-12-12
15449,SAR,SUUDİ ARABİSTAN RİYALİ,4.9512,4.9601,4.9140,4.9973,3.7607,,2022-12-12
15450,JPY,JAPON YENİ,13.5821,13.6721,13.5319,13.7240,136.76,,2022-12-12
15451,BGN,BULGAR LEVASI,9.9854,10.1161,,,1.8543,,2022-12-12
15452,RON,RUMEN LEYİ,3.9651,4.0169,,,4.6697,,2022-12-12
15453,RUB,RUS RUBLESİ,0.29523,0.29910,,,62.72,,2022-12-12
15454,IRR,İRAN RİYALİ,0.04408,0.04466,,,42000,,2022-12-12
15455,CNY,ÇİN YUANI,2.6547,2.6895,,,6.9745,,2022-12-12
15456,PKR,PAKİSTAN RUPİSİ,0.08238,0.08345,,,224.77,,2022-12-12
15457,QAR,KATAR RİYALİ,5.0626,5.1289,,,3.6573,,2022-12-12
15458,USD,ABD DOLARI,18.6199,18.6534,18.6069,18.6814,,,2022-12-12
15459,USD,ABD DOLARI,18.6246,18.6581,18.6115,18.6861,,,2022-12-13
15460,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.7340,,,,,1.32683,2022-12-13
15461,AZN,AZERBAYCAN YENİ MANATI,10.8942,11.0368,,,1.7000,,2022-12-13
15462,AUD,AVUSTRALYA DOLARI,12.5767,12.6587,12.5188,12.7347,1.4774,,2022-12-13
15463,DKK,DANİMARKA KRONU,2.6360,2.6490,2.6342,2.6551,7.0544,,2022-12-13
15464,EUR,EURO,19.6382,19.6736,19.6245,19.7031,,1.0544,2022-12-13
15465,GBP,İNGİLİZ STERLİNİ,22.8333,22.9523,22.8173,22.9867,,1.2281,2022-12-13
15466,CHF,İSVİÇRE FRANGI,19.8497,19.9772,19.8200,20.0072,0.9361,,2022-12-13
15467,SEK,İSVEÇ KRONU,1.7970,1.8156,1.7957,1.8197,10.32,,2022-12-13
15468,CAD,KANADA DOLARI,13.6543,13.7159,13.6037,13.7680,1.3622,,2022-12-13
15469,KWD,KUVEYT DİNARI,60.3541,61.1439,59.4488,62.0610,,3.2588,2022-12-13
15470,NOK,NORVEÇ KRONU,1.8665,1.8790,1.8652,1.8834,9.9539,,2022-12-13
15471,SAR,SUUDİ ARABİSTAN RİYALİ,4.9533,4.9623,4.9162,4.9995,3.7600,,2022-12-13
15472,JPY,JAPON YENİ,13.5041,13.5935,13.4541,13.6452,137.59,,2022-12-13
15473,BGN,BULGAR LEVASI,9.9838,10.1144,,,1.8550,,2022-12-13
15474,RON,RUMEN LEYİ,3.9599,4.0117,,,4.6769,,2022-12-13
15475,RUB,RUS RUBLESİ,0.29324,0.29708,,,63.16,,2022-12-13
15476,IRR,İRAN RİYALİ,0.04410,0.04467,,,42000,,2022-12-13
15477,CNY,ÇİN YUANI,2.6532,2.6879,,,6.9803,,2022-12-13
15478,PKR,PAKİSTAN RUPİSİ,0.08236,0.08344,,,224.88,,2022-12-13
15479,QAR,KATAR RİYALİ,5.0462,5.1123,,,3.6701,,2022-12-13
15480,KRW,GÜNEY KORE WONU,0.01417,0.01436,,,1307,,2022-12-13
15481,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0422,5.1082,,,3.6730,,2022-12-13
15482,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.8699,,,,,1.33398,2022-12-14
15483,SAR,SUUDİ ARABİSTAN RİYALİ,4.9540,4.9629,4.9168,5.0002,3.7599,,2022-12-14
15484,AZN,AZERBAYCAN YENİ MANATI,10.8954,11.0380,,,1.7000,,2022-12-14
15485,USD,ABD DOLARI,18.6266,18.6602,18.6136,18.6882,,,2022-12-14
15486,AUD,AVUSTRALYA DOLARI,12.7520,12.8352,12.6933,12.9122,1.4572,,2022-12-14
15487,DKK,DANİMARKA KRONU,2.6624,2.6754,2.6605,2.6816,6.9854,,2022-12-14
15488,EUR,EURO,19.8349,19.8706,19.8210,19.9004,,1.0649,2022-12-14
15489,GBP,İNGİLİZ STERLİNİ,23.0167,23.1367,23.0006,23.1714,,1.2378,2022-12-14
15490,CHF,İSVİÇRE FRANGI,20.0312,20.1598,20.0011,20.1900,0.9277,,2022-12-14
15491,SEK,İSVEÇ KRONU,1.8175,1.8363,1.8162,1.8405,10.20,,2022-12-14
15492,CAD,KANADA DOLARI,13.7269,13.7888,13.6761,13.8412,1.3551,,2022-12-14
15493,KWD,KUVEYT DİNARI,60.4291,61.2199,59.5227,62.1382,,3.2625,2022-12-14
15494,NOK,NORVEÇ KRONU,1.9051,1.9179,1.9038,1.9223,9.7531,,2022-12-14
15495,JPY,JAPON YENİ,13.7467,13.8377,13.6959,13.8903,135.17,,2022-12-14
15496,BGN,BULGAR LEVASI,10.0850,10.2170,,,1.8366,,2022-12-14
15497,RON,RUMEN LEYİ,4.0033,4.0557,,,4.6268,,2022-12-14
15498,RUB,RUS RUBLESİ,0.29238,0.29621,,,63.35,,2022-12-14
15499,IRR,İRAN RİYALİ,0.04410,0.04468,,,42000,,2022-12-14
15500,CNY,ÇİN YUANI,2.6654,2.7003,,,6.9491,,2022-12-14
15501,PKR,PAKİSTAN RUPİSİ,0.08237,0.08344,,,224.88,,2022-12-14
15502,QAR,KATAR RİYALİ,5.0467,5.1127,,,3.6702,,2022-12-14
15503,KRW,GÜNEY KORE WONU,0.01432,0.01450,,,1294,,2022-12-14
15504,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0427,5.1087,,,3.6731,,2022-12-14
15505,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.8269,,,,,1.33176,2022-12-15
15506,IRR,İRAN RİYALİ,0.04410,0.04467,,,42000,,2022-12-15
15507,AZN,AZERBAYCAN YENİ MANATI,10.8947,11.0372,,,1.7000,,2022-12-15
15508,AUD,AVUSTRALYA DOLARI,12.6111,12.6934,12.5531,12.7695,1.4734,,2022-12-15
15509,DKK,DANİMARKA KRONU,2.6575,2.6705,2.6556,2.6767,6.9978,,2022-12-15
15510,EUR,EURO,19.7985,19.8341,19.7846,19.8639,,1.0630,2022-12-15
15511,GBP,İNGİLİZ STERLİNİ,22.9616,23.0813,22.9456,23.1160,,1.2349,2022-12-15
15512,CHF,İSVİÇRE FRANGI,20.0250,20.1535,19.9949,20.1838,0.9280,,2022-12-15
15513,SEK,İSVEÇ KRONU,1.8104,1.8292,1.8092,1.8334,10.24,,2022-12-15
15514,CAD,KANADA DOLARI,13.7039,13.7657,13.6532,13.8180,1.3573,,2022-12-15
15515,KWD,KUVEYT DİNARI,60.4263,61.2170,59.5199,62.1353,,3.2626,2022-12-15
15516,NOK,NORVEÇ KRONU,1.8961,1.9089,1.8948,1.9133,9.7987,,2022-12-15
15517,SAR,SUUDİ ARABİSTAN RİYALİ,4.9541,4.9630,4.9169,5.0003,3.7596,,2022-12-15
15518,JPY,JAPON YENİ,13.6308,13.7211,13.5804,13.7732,136.31,,2022-12-15
15519,BGN,BULGAR LEVASI,10.0659,10.1976,,,1.8400,,2022-12-15
15520,RON,RUMEN LEYİ,3.9997,4.0520,,,4.6306,,2022-12-15
15521,RUB,RUS RUBLESİ,0.28747,0.29123,,,64.43,,2022-12-15
15522,CNY,ÇİN YUANI,2.6577,2.6925,,,6.9688,,2022-12-15
15523,PKR,PAKİSTAN RUPİSİ,0.08236,0.08344,,,224.88,,2022-12-15
15524,QAR,KATAR RİYALİ,5.0539,5.1201,,,3.6647,,2022-12-15
15525,KRW,GÜNEY KORE WONU,0.01414,0.01433,,,1310,,2022-12-15
15526,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0423,5.1083,,,3.6731,,2022-12-15
15527,USD,ABD DOLARI,18.6254,18.6589,18.6123,18.6869,,,2022-12-15
15528,XDR,ÖZEL ÇEKME HAKKI (SDR)                            ,24.7949,,,,,1.32995,2022-12-16
15529,USD,ABD DOLARI,18.6268,18.6603,18.6137,18.6883,,,2022-12-16
15530,AED,BİRLEŞİK ARAP EMİRLİKLERİ DİRHEMİ,5.0434,5.1094,,,3.6726,,2022-12-16
15531,AUD,AVUSTRALYA DOLARI,12.4424,12.5235,12.3851,12.5986,1.4935,,2022-12-16
15532,DKK,DANİMARKA KRONU,2.6593,2.6723,2.6574,2.6785,6.9936,,2022-12-16
15533,EUR,EURO,19.8114,19.8471,19.7976,19.8769,,1.0636,2022-12-16
15534,GBP,İNGİLİZ STERLİNİ,22.6465,22.7645,22.6306,22.7987,,1.2179,2022-12-16
15535,CHF,İSVİÇRE FRANGI,20.0137,20.1422,19.9837,20.1724,0.9286,,2022-12-16
15536,SEK,İSVEÇ KRONU,1.7922,1.8108,1.7909,1.8149,10.35,,2022-12-16
15537,CAD,KANADA DOLARI,13.6216,13.6830,13.5712,13.7350,1.3656,,2022-12-16
15538,KWD,KUVEYT DİNARI,60.3819,61.1720,59.4762,62.0896,,3.2599,2022-12-16
15539,NOK,NORVEÇ KRONU,1.8829,1.8956,1.8816,1.8999,9.8682,,2022-12-16
15540,SAR,SUUDİ ARABİSTAN RİYALİ,4.9526,4.9615,4.9155,4.9987,3.7610,,2022-12-16
15541,JPY,JAPON YENİ,13.5516,13.6414,13.5015,13.6932,137.12,,2022-12-16
15542,BGN,BULGAR LEVASI,10.0722,10.2040,,,1.8390,,2022-12-16
15543,RON,RUMEN LEYİ,4.0045,4.0569,,,4.6254,,2022-12-16
15544,RUB,RUS RUBLESİ,0.28598,0.28972,,,64.77,,2022-12-16
15545,IRR,İRAN RİYALİ,0.04410,0.04468,,,42000,,2022-12-16
15546,CNY,ÇİN YUANI,2.6565,2.6912,,,6.9726,,2022-12-16
