,Tarih,Şimdi_x,Açılış_x,Yüksek_x,Düşük_x,Hac._x,Fark %_x
313,30.03.2021,"1.395,79","1.392,84","1.400,77","1.371,43","3,35B","0,23%"
314,31.03.2021,"1.391,73","1.397,47","1.403,75","1.389,86","2,34B","-0,29%"
315,01.04.2021,"1.426,56","1.399,34","1.426,56","1.399,34","3,17B","2,50%"
316,02.04.2021,"1.430,19","1.434,91","1.438,88","1.423,51","2,19B","0,25%"
317,05.04.2021,"1.442,06","1.428,99","1.443,02","1.428,88","2,56B","0,83%"
318,06.04.2021,"1.420,59","1.442,88","1.445,13","1.419,66","2,65B","-1,49%"
319,07.04.2021,"1.417,89","1.420,94","1.422,48","1.402,36","2,78B","-0,19%"
320,08.04.2021,"1.416,55","1.422,22","1.430,34","1.415,06","2,10B","-0,09%"
321,09.04.2021,"1.393,24","1.413,18","1.414,95","1.373,65","2,87B","-1,65%"
322,12.04.2021,"1.375,91","1.393,47","1.398,12","1.374,67","2,30B","-1,24%"
323,13.04.2021,"1.378,37","1.380,11","1.386,36","1.352,74","2,86B","0,18%"
324,14.04.2021,"1.409,19","1.380,71","1.409,19","1.380,71","2,63B","2,24%"
325,15.04.2021,"1.407,76","1.409,76","1.418,52","1.398,28","4,19B","-0,10%"
326,16.04.2021,"1.408,14","1.405,50","1.412,56","1.400,49","2,32B","0,03%"
327,19.04.2021,"1.377,23","1.409,85","1.416,03","1.377,23","2,49B","-2,20%"
328,20.04.2021,"1.365,27","1.376,37","1.385,88","1.357,26","2,56B","-0,87%"
329,21.04.2021,"1.330,48","1.363,87","1.365,50","1.308,52","2,31B","-2,55%"
330,22.04.2021,"1.345,15","1.320,16","1.345,50","1.309,23","2,09B","1,10%"
331,26.04.2021,"1.374,00","1.343,85","1.374,00","1.343,58","1,95B","2,14%"
332,27.04.2021,"1.392,00","1.381,73","1.397,61","1.381,73","1,87B","1,31%"
333,28.04.2021,"1.385,91","1.391,47","1.394,64","1.379,93","1,69B","-0,44%"
334,29.04.2021,"1.401,52","1.390,92","1.406,51","1.390,92","1,55B","1,13%"
335,30.04.2021,"1.397,82","1.399,05","1.405,91","1.396,49","1,84B","-0,26%"
336,03.05.2021,"1.421,15","1.400,15","1.421,15","1.400,15","1,95B","1,67%"
337,04.05.2021,"1.416,25","1.423,21","1.428,07","1.411,00","2,28B","-0,34%"
338,05.05.2021,"1.420,00","1.419,58","1.425,04","1.409,33","1,79B","0,26%"
339,06.05.2021,"1.427,73","1.422,56","1.434,72","1.422,56","2,29B","0,54%"
340,07.05.2021,"1.441,33","1.432,25","1.444,79","1.423,39","4,00B","0,95%"
341,10.05.2021,"1.460,90","1.448,99","1.462,47","1.447,91","2,49B","1,36%"
342,11.05.2021,"1.444,87","1.447,96","1.455,89","1.438,38","2,48B","-1,10%"
343,12.05.2021,"1.441,33","1.441,41","1.444,98","1.437,66","922,31M","-0,25%"
344,17.05.2021,"1.454,25","1.446,96","1.455,48","1.445,61","1,99B","0,90%"
345,18.05.2021,"1.459,57","1.461,15","1.465,56","1.459,57","2,16B","0,37%"
346,20.05.2021,"1.449,82","1.451,87","1.454,81","1.439,36","2,33B","-0,67%"
347,21.05.2021,"1.451,84","1.456,44","1.462,28","1.449,28","1,97B","0,14%"
348,24.05.2021,"1.452,18","1.453,69","1.457,77","1.441,70","2,02B","0,02%"
349,25.05.2021,"1.400,22","1.457,48","1.459,26","1.400,22","3,34B","-3,58%"
350,26.05.2021,"1.427,06","1.413,12","1.427,06","1.392,87","2,65B","1,92%"
351,27.05.2021,"1.415,03","1.426,55","1.428,87","1.411,46","2,54B","-0,84%"
352,28.05.2021,"1.422,06","1.413,12","1.422,80","1.401,25","2,10B","0,50%"
353,31.05.2021,"1.420,49","1.423,09","1.427,44","1.414,32","2,04B","-0,11%"
354,01.06.2021,"1.432,04","1.424,47","1.433,55","1.423,00","2,08B","0,81%"
355,02.06.2021,"1.430,73","1.420,40","1.434,79","1.418,77","2,23B","-0,09%"
356,03.06.2021,"1.428,13","1.434,72","1.441,15","1.411,52","2,64B","-0,18%"
357,04.06.2021,"1.432,93","1.428,91","1.435,24","1.427,40","1,87B","0,34%"
358,07.06.2021,"1.447,08","1.433,96","1.450,55","1.432,64","1,97B","0,99%"
359,08.06.2021,"1.447,59","1.447,49","1.453,90","1.443,39","1,95B","0,04%"
360,09.06.2021,"1.449,17","1.449,85","1.453,36","1.445,69","2,04B","0,11%"
361,10.06.2021,"1.456,68","1.453,24","1.461,97","1.449,64","2,40B","0,52%"
362,11.06.2021,"1.460,86","1.461,22","1.464,49","1.455,39","2,23B","0,29%"
363,14.06.2021,"1.454,25","1.466,57","1.468,95","1.450,67","1,85B","-0,45%"
364,15.06.2021,"1.442,56","1.451,06","1.456,56","1.431,70","2,81B","-0,80%"
365,16.06.2021,"1.431,31","1.441,36","1.444,79","1.431,31","1,74B","-0,78%"
366,17.06.2021,"1.414,15","1.423,00","1.429,23","1.413,58","2,11B","-1,20%"
367,18.06.2021,"1.391,06","1.417,95","1.422,29","1.388,71","2,10B","-1,63%"
368,21.06.2021,"1.398,52","1.388,20","1.398,52","1.378,34","1,86B","0,54%"
369,22.06.2021,"1.409,85","1.402,88","1.411,44","1.394,25","1,75B","0,81%"
370,23.06.2021,"1.402,35","1.415,44","1.419,77","1.401,32","2,10B","-0,53%"
371,24.06.2021,"1.410,79","1.405,26","1.416,14","1.405,17","1,77B","0,60%"
372,25.06.2021,"1.391,86","1.413,99","1.414,88","1.391,69","1,50B","-1,34%"
373,28.06.2021,"1.373,25","1.395,16","1.397,55","1.368,24","2,04B","-1,34%"
374,29.06.2021,"1.371,67","1.371,96","1.374,74","1.351,64","1,95B","-0,12%"
375,30.06.2021,"1.356,34","1.374,94","1.376,71","1.352,23","1,85B","-1,12%"
376,01.07.2021,"1.372,78","1.358,20","1.372,78","1.358,20","1,35B","1,21%"
377,02.07.2021,"1.376,67","1.376,88","1.379,79","1.367,68","1,31B","0,28%"
378,05.07.2021,"1.392,64","1.375,97","1.392,64","1.375,72","1,34B","1,16%"
379,06.07.2021,"1.382,58","1.394,72","1.399,90","1.382,58","1,79B","-0,72%"
380,07.07.2021,"1.390,58","1.384,57","1.392,84","1.383,97","1,55B","0,58%"
381,08.07.2021,"1.372,98","1.387,74","1.390,89","1.372,54","1,55B","-1,27%"
382,09.07.2021,"1.378,28","1.374,44","1.381,74","1.371,53","1,46B","0,39%"
383,12.07.2021,"1.356,96","1.378,63","1.382,45","1.355,23","1,64B","-1,55%"
384,13.07.2021,"1.346,84","1.358,27","1.360,14","1.341,52","1,38B","-0,75%"
385,14.07.2021,"1.367,25","1.349,22","1.368,98","1.349,22","1,15B","1,52%"
386,16.07.2021,"1.363,28","1.370,32","1.373,63","1.356,95","999,35M","-0,29%"
387,19.07.2021,"1.351,59","1.357,93","1.357,93","1.348,39","498,07M","-0,86%"
388,26.07.2021,"1.349,11","1.355,54","1.362,57","1.345,52","1,48B","-0,18%"
389,27.07.2021,"1.359,55","1.348,08","1.360,50","1.341,93","1,49B","0,77%"
390,28.07.2021,"1.360,75","1.358,79","1.367,63","1.355,23","1,41B","0,09%"
391,29.07.2021,"1.391,64","1.370,52","1.393,37","1.370,52","1,63B","2,27%"
392,30.07.2021,"1.392,91","1.383,25","1.392,91","1.380,02","1,84B","0,09%"
393,02.08.2021,"1.399,65","1.397,98","1.405,63","1.394,66","2,22B","0,48%"
394,03.08.2021,"1.408,81","1.402,26","1.409,36","1.394,27","2,33B","0,65%"
395,04.08.2021,"1.413,80","1.411,90","1.422,34","1.411,90","1,99B","0,35%"
396,05.08.2021,"1.431,78","1.409,05","1.431,78","1.407,56","2,07B","1,27%"
397,06.08.2021,"1.434,76","1.433,60","1.440,53","1.425,06","1,87B","0,21%"
398,09.08.2021,"1.432,61","1.436,85","1.443,29","1.431,75","1,85B","-0,15%"
399,10.08.2021,"1.437,46","1.429,51","1.441,81","1.426,47","1,93B","0,34%"
400,11.08.2021,"1.410,87","1.438,92","1.439,48","1.409,81","2,14B","-1,85%"
401,12.08.2021,"1.444,46","1.419,69","1.447,63","1.419,69","2,03B","2,38%"
402,13.08.2021,"1.447,64","1.444,82","1.449,25","1.440,09","1,39B","0,22%"
403,16.08.2021,"1.455,25","1.451,33","1.461,96","1.451,33","2,05B","0,53%"
404,17.08.2021,"1.461,69","1.454,14","1.461,69","1.449,58","1,88B","0,44%"
405,18.08.2021,"1.449,59","1.465,81","1.467,16","1.448,48","2,13B","-0,83%"
406,19.08.2021,"1.439,86","1.441,38","1.445,74","1.433,85","1,74B","-0,67%"
407,20.08.2021,"1.444,63","1.439,62","1.449,27","1.432,40","1,63B","0,33%"
408,23.08.2021,"1.459,33","1.454,91","1.463,07","1.453,68","1,72B","1,02%"
409,24.08.2021,"1.465,89","1.465,18","1.472,46","1.463,91","1,66B","0,45%"
410,25.08.2021,"1.453,30","1.465,28","1.471,43","1.451,92","1,86B","-0,86%"
411,26.08.2021,"1.448,52","1.456,00","1.463,79","1.445,17","1,71B","-0,33%"
412,27.08.2021,"1.458,23","1.450,87","1.458,23","1.444,11","1,59B","0,67%"
413,31.08.2021,"1.472,07","1.467,18","1.474,47","1.463,01","1,89B","0,95%"
414,01.09.2021,"1.474,13","1.475,62","1.478,96","1.468,42","1,66B","0,14%"
415,02.09.2021,"1.479,12","1.474,85","1.484,95","1.472,05","1,53B","0,34%"
416,03.09.2021,"1.468,67","1.480,35","1.482,11","1.464,80","1,77B","-0,71%"
417,06.09.2021,"1.474,72","1.469,75","1.478,73","1.469,75","1,70B","0,41%"
418,07.09.2021,"1.454,74","1.474,21","1.476,33","1.454,74","1,85B","-1,35%"
419,08.09.2021,"1.433,85","1.454,83","1.457,27","1.432,54","1,95B","-1,44%"
420,09.09.2021,"1.452,67","1.430,98","1.452,67","1.427,77","1,69B","1,31%"
421,10.09.2021,"1.438,72","1.455,46","1.457,10","1.437,62","1,51B","-0,96%"
422,13.09.2021,"1.438,28","1.439,75","1.447,96","1.433,75","1,60B","-0,03%"
423,14.09.2021,"1.434,43","1.440,67","1.443,50","1.428,96","1,74B","-0,27%"
424,15.09.2021,"1.423,97","1.433,86","1.440,90","1.420,38","1,61B","-0,73%"
425,16.09.2021,"1.418,03","1.423,95","1.434,74","1.412,78","1,54B","-0,42%"
426,17.09.2021,"1.419,43","1.424,04","1.427,07","1.412,23","1,54B","0,10%"
427,20.09.2021,"1.391,91","1.407,67","1.407,67","1.386,33","1,74B","-1,94%"
428,21.09.2021,"1.385,61","1.400,84","1.403,76","1.383,35","1,70B","-0,45%"
429,22.09.2021,"1.407,46","1.393,25","1.407,46","1.385,48","1,50B","1,58%"
430,23.09.2021,"1.401,46","1.409,28","1.417,45","1.394,35","2,68B","-0,43%"
431,24.09.2021,"1.384,68","1.397,36","1.397,36","1.376,01","2,03B","-1,20%"
432,27.09.2021,"1.391,74","1.393,19","1.397,71","1.380,81","1,68B","0,51%"
433,28.09.2021,"1.383,77","1.391,44","1.393,38","1.379,13","1,87B","-0,57%"
434,29.09.2021,"1.391,92","1.392,13","1.396,67","1.389,85","1,72B","0,59%"
435,30.09.2021,"1.406,39","1.393,64","1.409,19","1.386,09","2,07B","1,04%"
436,01.10.2021,"1.401,46","1.398,93","1.407,79","1.394,55","1,53B","-0,35%"
437,04.10.2021,"1.394,37","1.402,73","1.407,84","1.394,37","1,58B","-0,51%"
438,05.10.2021,"1.391,65","1.396,11","1.396,44","1.388,54","1,67B","-0,20%"
439,06.10.2021,"1.371,69","1.390,72","1.392,40","1.371,54","2,27B","-1,43%"
440,07.10.2021,"1.396,92","1.385,05","1.397,93","1.385,05","2,05B","1,84%"
441,08.10.2021,"1.398,00","1.398,04","1.404,60","1.393,56","1,93B","0,08%"
442,11.10.2021,"1.416,30","1.401,59","1.419,70","1.401,59","1,70B","1,31%"
443,12.10.2021,"1.416,82","1.409,42","1.423,02","1.408,01","2,14B","0,04%"
444,13.10.2021,"1.413,54","1.421,31","1.432,13","1.408,21","2,56B","-0,23%"
445,14.10.2021,"1.411,75","1.412,17","1.422,44","1.407,88","1,78B","-0,13%"
446,15.10.2021,"1.409,56","1.417,45","1.421,69","1.397,15","2,61B","-0,16%"
447,18.10.2021,"1.417,70","1.411,38","1.419,22","1.407,87","2,05B","0,58%"
448,19.10.2021,"1.429,85","1.423,81","1.434,67","1.423,81","1,91B","0,86%"
449,20.10.2021,"1.432,80","1.432,24","1.437,93","1.427,67","2,21B","0,21%"
450,21.10.2021,"1.455,42","1.433,29","1.455,42","1.417,21","3,43B","1,58%"
451,22.10.2021,"1.479,93","1.456,07","1.484,89","1.453,97","2,71B","1,68%"
452,25.10.2021,"1.492,93","1.474,97","1.495,10","1.470,59","3,06B","0,88%"
453,26.10.2021,"1.509,20","1.501,17","1.512,74","1.501,17","2,25B","1,09%"
454,27.10.2021,"1.519,25","1.507,77","1.520,66","1.503,03","2,93B","0,67%"
455,28.10.2021,"1.522,04","1.518,91","1.524,65","1.516,54","1,10B","0,18%"
456,01.11.2021,"1.536,32","1.522,28","1.538,52","1.516,24","2,57B","0,94%"
457,02.11.2021,"1.533,05","1.538,77","1.545,88","1.528,42","2,65B","-0,21%"
458,03.11.2021,"1.547,03","1.532,93","1.547,03","1.491,67","4,39B","0,91%"
459,04.11.2021,"1.575,67","1.562,15","1.577,36","1.562,15","4,00B","1,85%"
460,05.11.2021,"1.583,59","1.575,83","1.586,59","1.568,82","3,14B","0,50%"
461,08.11.2021,"1.608,54","1.589,43","1.609,07","1.589,23","3,18B","1,58%"
462,09.11.2021,"1.615,64","1.612,01","1.631,45","1.605,41","4,44B","0,44%"
463,10.11.2021,"1.624,09","1.618,06","1.627,22","1.603,78","3,40B","0,52%"
464,11.11.2021,"1.625,06","1.622,02","1.643,82","1.621,49","4,06B","0,06%"
465,12.11.2021,"1.638,50","1.631,43","1.642,76","1.631,43","2,83B","0,83%"
466,15.11.2021,"1.702,49","1.672,35","1.710,79","1.672,35","4,67B","3,91%"
467,16.11.2021,"1.685,60","1.715,41","1.725,02","1.681,78","4,89B","-0,99%"
468,17.11.2021,"1.707,04","1.683,10","1.712,90","1.683,10","3,38B","1,27%"
469,18.11.2021,"1.736,88","1.710,05","1.759,19","1.697,86","6,13B","1,75%"
470,19.11.2021,"1.737,33","1.748,72","1.759,06","1.727,62","3,62B","0,03%"
471,22.11.2021,"1.755,48","1.751,05","1.759,16","1.741,17","2,70B","1,04%"
472,23.11.2021,"1.784,56","1.756,71","1.791,82","1.746,36","5,64B","1,66%"
473,24.11.2021,"1.812,30","1.798,96","1.834,51","1.798,96","5,03B","1,55%"
474,25.11.2021,"1.819,23","1.816,38","1.833,76","1.805,97","3,40B","0,38%"
475,26.11.2021,"1.776,41","1.811,07","1.811,07","1.760,80","3,83B","-2,35%"
476,29.11.2021,"1.808,79","1.783,06","1.811,87","1.776,77","3,04B","1,82%"
477,30.11.2021,"1.809,65","1.807,52","1.818,79","1.797,16","3,36B","0,05%"
478,01.12.2021,"1.857,40","1.823,06","1.857,83","1.823,06","3,83B","2,64%"
479,02.12.2021,"1.880,06","1.864,14","1.882,61","1.864,14","3,63B","1,22%"
480,03.12.2021,"1.910,41","1.896,82","1.914,13","1.893,67","3,68B","1,61%"
481,06.12.2021,"1.927,39","1.917,32","1.928,14","1.898,62","3,72B","0,89%"
482,07.12.2021,"1.981,04","1.944,56","1.984,03","1.942,50","4,35B","2,78%"
483,08.12.2021,"2.004,55","1.990,03","2.012,26","1.977,85","5,53B","1,19%"
484,09.12.2021,"2.031,44","2.010,20","2.053,47","2.010,20","4,97B","1,34%"
485,10.12.2021,"2.035,48","2.033,62","2.042,93","2.000,59","4,36B","0,20%"
486,13.12.2021,"2.101,51","2.047,64","2.115,89","2.047,64","4,77B","3,24%"
487,14.12.2021,"2.157,74","2.124,06","2.157,74","2.124,06","6,27B","2,68%"
488,15.12.2021,"2.162,26","2.190,61","2.195,07","2.145,63","5,56B","0,21%"
489,16.12.2021,"2.278,55","2.183,19","2.278,55","2.175,50","5,94B","5,38%"
490,17.12.2021,"2.084,47","2.324,28","2.406,87","2.071,25","8,28B","-8,52%"
491,20.12.2021,"2.056,36","2.055,37","2.149,40","1.914,02","5,04B","-1,35%"
492,21.12.2021,"1.892,02","2.077,22","2.103,56","1.884,66","4,37B","-7,99%"
493,22.12.2021,"1.804,15","1.832,54","1.895,54","1.783,77","4,58B","-4,64%"
494,23.12.2021,"1.805,30","1.835,33","1.849,33","1.726,32","3,81B","0,06%"
495,24.12.2021,"1.891,28","1.820,67","1.891,28","1.808,93","2,53B","4,76%"
496,27.12.2021,"1.897,13","1.898,66","1.942,53","1.873,30","3,01B","0,31%"
497,28.12.2021,"1.850,48","1.913,31","1.916,17","1.830,87","2,58B","-2,46%"
498,29.12.2021,"1.895,46","1.847,29","1.901,46","1.828,60","2,57B","2,43%"
499,30.12.2021,"1.863,65","1.916,28","1.923,70","1.860,69","2,34B","-1,68%"
500,31.12.2021,"1.857,65","1.867,71","1.885,23","1.845,59","1,59B","-0,32%"
501,03.01.2022,"1.926,66","1.871,25","1.926,66","1.864,79","2,29B","3,71%"
502,04.01.2022,"1.963,59","1.941,26","1.978,12","1.925,22","3,09B","1,92%"
503,05.01.2022,"2.005,29","1.965,52","2.006,79","1.954,74","2,39B","2,12%"
504,06.01.2022,"2.007,55","1.993,06","2.021,77","1.977,66","2,93B","0,11%"
505,07.01.2022,"2.033,32","2.020,27","2.036,08","1.994,45","3,50B","1,28%"
506,10.01.2022,"2.045,16","2.049,54","2.071,81","2.045,16","3,14B","0,58%"
507,11.01.2022,"2.046,03","2.060,08","2.068,17","2.017,99","3,87B","0,04%"
508,12.01.2022,"2.064,21","2.070,35","2.074,76","2.055,66","3,25B","0,89%"
509,13.01.2022,"2.070,65","2.057,47","2.086,96","2.054,48","3,40B","0,31%"
510,14.01.2022,"2.072,93","2.071,35","2.081,07","2.049,32","3,21B","0,11%"
511,17.01.2022,"2.085,76","2.088,53","2.102,97","2.083,55","3,85B","0,62%"
512,18.01.2022,"1.979,83","2.082,81","2.086,27","1.979,83","4,15B","-5,08%"
513,19.01.2022,"2.042,08","1.978,78","2.043,99","1.959,40","4,92B","3,14%"
514,20.01.2022,"2.014,21","2.056,21","2.065,84","1.984,43","5,45B","-1,36%"
515,21.01.2022,"2.011,16","2.008,05","2.021,14","1.986,53","3,15B","-0,15%"
516,24.01.2022,"1.910,29","2.004,87","2.013,10","1.910,29","4,24B","-5,02%"
517,25.01.2022,"1.945,07","1.927,82","1.953,33","1.880,18","2,65B","1,82%"
518,26.01.2022,"1.951,17","1.951,17","1.975,25","1.945,97","2,14B","0,31%"
519,27.01.2022,"1.997,69","1.920,21","1.997,69","1.913,54","2,54B","2,38%"
520,28.01.2022,"1.983,18","2.006,79","2.019,43","1.976,68","2,83B","-0,73%"
521,31.01.2022,"2.003,20","2.004,29","2.009,39","1.992,66","2,31B","1,01%"
522,01.02.2022,"2.015,43","2.013,97","2.034,85","2.008,69","2,30B","0,61%"
523,02.02.2022,"2.002,24","2.028,88","2.032,68","1.994,31","3,06B","-0,65%"
524,03.02.2022,"1.957,90","1.995,68","2.013,64","1.949,21","2,54B","-2,21%"
525,04.02.2022,"1.943,81","1.969,73","1.974,21","1.936,97","2,07B","-0,72%"
526,07.02.2022,"1.997,58","1.943,16","1.997,58","1.908,57","2,76B","2,77%"
527,08.02.2022,"2.007,14","1.998,55","2.019,27","1.982,07","2,39B","0,48%"
528,09.02.2022,"2.042,85","2.022,53","2.046,03","2.017,38","2,52B","1,78%"
529,10.02.2022,"2.038,67","2.048,35","2.054,86","2.029,61","2,51B","-0,20%"
530,11.02.2022,"2.051,05","2.023,04","2.052,50","1.992,30","2,48B","0,61%"
531,14.02.2022,"2.001,94","2.024,95","2.026,90","1.971,11","2,99B","-2,39%"
532,15.02.2022,"2.038,16","2.008,29","2.054,78","2.006,04","2,59B","1,81%"
533,16.02.2022,"2.041,43","2.049,91","2.057,88","2.036,25","2,12B","0,16%"
534,17.02.2022,"2.009,99","2.049,74","2.059,05","2.009,99","2,58B","-1,54%"
535,18.02.2022,"2.032,44","2.025,48","2.032,44","2.004,48","1,76B","1,12%"
536,21.02.2022,"2.038,06","2.050,09","2.060,69","2.015,38","2,27B","0,28%"
537,22.02.2022,"2.017,46","2.007,03","2.032,82","1.979,94","2,68B","-1,01%"
538,23.02.2022,"2.016,03","2.034,26","2.043,39","2.016,03","2,27B","-0,07%"
539,24.02.2022,"1.851,38","1.953,15","1.953,15","1.826,83","2,43B","-8,17%"
540,25.02.2022,"1.952,40","1.883,04","1.964,99","1.866,34","3,30B","5,46%"
541,28.02.2022,"1.946,19","1.920,20","1.957,47","1.912,23","2,81B","-0,32%"
542,01.03.2022,"1.969,91","1.969,13","1.994,28","1.946,48","3,19B","1,22%"
543,02.03.2022,"1.986,09","1.974,17","1.999,76","1.961,63","2,51B","0,82%"
544,03.03.2022,"2.023,29","2.009,33","2.047,01","2.009,33","2,61B","1,87%"
545,04.03.2022,"1.990,75","2.013,91","2.024,07","1.990,75","2,90B","-1,61%"
546,07.03.2022,"1.997,33","1.982,95","2.011,63","1.963,76","3,12B","0,33%"
547,08.03.2022,"2.011,35","1.987,00","2.032,07","1.986,03","3,05B","0,70%"
548,09.03.2022,"2.042,70","2.036,27","2.054,99","2.031,48","3,15B","1,56%"
549,10.03.2022,"2.042,01","2.054,59","2.068,27","2.026,98","3,28B","-0,03%"
550,11.03.2022,"2.053,85","2.045,71","2.067,69","2.042,94","2,93B","0,58%"
551,14.03.2022,"2.088,48","2.066,36","2.092,59","2.066,23","2,70B","1,69%"
552,15.03.2022,"2.079,38","2.087,49","2.101,28","2.077,59","2,86B","-0,44%"
553,16.03.2022,"2.088,80","2.092,07","2.098,49","2.078,20","2,39B","0,45%"
554,17.03.2022,"2.133,59","2.103,99","2.136,26","2.103,99","2,75B","2,14%"
555,18.03.2022,"2.144,26","2.141,09","2.148,67","2.132,64","2,22B","0,50%"
556,21.03.2022,"2.175,03","2.160,42","2.176,33","2.152,44","2,39B","1,43%"
557,22.03.2022,"2.188,81","2.150,96","2.188,81","2.146,32","2,62B","0,63%"
558,23.03.2022,"2.183,10","2.195,45","2.203,66","2.170,41","3,00B","-0,26%"
559,24.03.2022,"2.176,20","2.187,06","2.199,16","2.171,51","2,71B","-0,32%"
560,25.03.2022,"2.175,51","2.179,50","2.195,23","2.173,64","2,11B","-0,03%"
561,28.03.2022,"2.172,48","2.180,21","2.192,92","2.170,24","2,83B","-0,14%"
562,29.03.2022,"2.206,50","2.181,76","2.220,49","2.181,76","4,04B","1,57%"
563,30.03.2022,"2.230,15","2.212,78","2.233,53","2.212,78","3,58B","1,07%"
564,31.03.2022,"2.233,30","2.236,21","2.245,03","2.220,79","3,14B","0,14%"
565,01.04.2022,"2.251,68","2.238,73","2.255,14","2.230,35","3,59B","0,82%"
566,04.04.2022,"2.311,40","2.264,47","2.311,40","2.264,47","4,60B","2,65%"
567,05.04.2022,"2.326,29","2.317,48","2.343,49","2.303,67","4,70B","0,64%"
568,06.04.2022,"2.316,40","2.328,45","2.348,17","2.308,27","3,87B","-0,43%"
569,07.04.2022,"2.345,20","2.329,06","2.350,80","2.329,06","3,55B","1,24%"
570,08.04.2022,"2.393,39","2.361,15","2.395,02","2.361,03","4,83B","2,05%"
571,11.04.2022,"2.449,11","2.402,21","2.450,16","2.400,92","6,38B","2,33%"
572,12.04.2022,"2.463,76","2.449,34","2.474,70","2.421,54","6,20B","0,60%"
573,13.04.2022,"2.460,43","2.482,66","2.497,83","2.435,14","5,35B","-0,14%"
574,14.04.2022,"2.475,41","2.480,92","2.485,32","2.461,54","4,93B","0,61%"
575,15.04.2022,"2.494,37","2.475,21","2.497,41","2.471,73","3,44B","0,77%"
576,18.04.2022,"2.510,31","2.502,65","2.515,35","2.490,57","4,57B","0,64%"
577,19.04.2022,"2.519,24","2.524,02","2.533,33","2.490,96","5,16B","0,36%"
578,20.04.2022,"2.525,93","2.525,92","2.536,49","2.502,43","4,12B","0,27%"
579,21.04.2022,"2.556,81","2.531,68","2.562,28","2.531,20","4,77B","1,22%"
580,22.04.2022,"2.472,50","2.550,11","2.561,00","2.465,51","4,81B","-3,30%"
581,25.04.2022,"2.482,60","2.471,29","2.498,77","2.427,60","4,14B","0,41%"
582,26.04.2022,"2.418,30","2.498,11","2.510,27","2.402,30","4,19B","-2,59%"
583,27.04.2022,"2.451,43","2.422,91","2.453,88","2.398,90","3,50B","1,37%"
584,28.04.2022,"2.428,42","2.460,32","2.477,94","2.427,86","3,19B","-0,94%"
585,29.04.2022,"2.430,55","2.433,34","2.442,79","2.404,69","2,97B","0,09%"
586,05.05.2022,"2.466,26","2.460,80","2.491,55","2.460,07","3,10B","1,47%"
587,06.05.2022,"2.458,72","2.460,87","2.470,61","2.433,32","2,94B","-0,31%"
588,09.05.2022,"2.465,71","2.461,94","2.480,57","2.441,59","3,00B","0,28%"
589,10.05.2022,"2.490,17","2.478,49","2.494,64","2.478,49","3,13B","0,99%"
590,11.05.2022,"2.453,94","2.498,24","2.500,89","2.428,75","3,16B","-1,45%"
591,12.05.2022,"2.390,98","2.429,00","2.430,09","2.361,77","3,51B","-2,57%"
592,13.05.2022,"2.419,23","2.416,04","2.426,94","2.397,27","2,49B","1,18%"
593,16.05.2022,"2.390,79","2.419,06","2.424,54","2.390,79","2,77B","-1,18%"
594,17.05.2022,"2.394,83","2.401,23","2.416,76","2.380,10","2,87B","0,17%"
595,18.05.2022,"2.393,61","2.390,78","2.411,57","2.382,07","2,91B","-0,05%"
596,20.05.2022,"2.372,35","2.389,75","2.407,26","2.372,35","3,08B","-0,89%"
597,23.05.2022,"2.380,90","2.392,34","2.397,91","2.346,12","3,53B","0,36%"
598,24.05.2022,"2.375,00","2.392,05","2.399,31","2.372,83","2,75B","-0,25%"
599,25.05.2022,"2.418,10","2.386,71","2.423,83","2.383,94","2,93B","1,81%"
600,26.05.2022,"2.450,84","2.422,80","2.455,73","2.421,15","3,02B","1,35%"
601,27.05.2022,"2.438,84","2.454,41","2.470,04","2.434,17","3,41B","-0,49%"
602,30.05.2022,"2.527,15","2.466,88","2.539,12","2.466,70","3,65B","3,62%"
603,31.05.2022,"2.547,09","2.538,89","2.553,51","2.527,72","4,56B","0,79%"
604,01.06.2022,"2.568,76","2.554,28","2.585,78","2.554,28","3,52B","0,85%"
605,02.06.2022,"2.601,56","2.578,72","2.603,34","2.565,09","3,27B","1,28%"
606,03.06.2022,"2.601,25","2.611,22","2.623,17","2.591,47","2,95B","-0,01%"
607,06.06.2022,"2.648,12","2.619,81","2.654,41","2.619,81","4,27B","1,80%"
608,07.06.2022,"2.648,19","2.651,15","2.656,17","2.619,53","3,77B","0,00%"
609,08.06.2022,"2.540,36","2.658,55","2.684,77","2.532,74","3,91B","-4,07%"
610,09.06.2022,"2.571,57","2.546,28","2.575,28","2.511,36","3,33B","1,23%"
611,10.06.2022,"2.543,10","2.553,48","2.597,94","2.527,59","3,33B","-1,11%"
612,13.06.2022,"2.510,14","2.540,28","2.552,17","2.506,04","2,67B","-1,30%"
613,14.06.2022,"2.508,91","2.526,73","2.533,41","2.489,82","2,47B","-0,05%"
614,15.06.2022,"2.531,11","2.514,14","2.533,81","2.501,77","2,61B","0,88%"
615,16.06.2022,"2.485,36","2.535,82","2.544,11","2.469,21","2,79B","-1,81%"
616,17.06.2022,"2.533,33","2.491,51","2.533,33","2.485,82","2,65B","1,93%"
617,20.06.2022,"2.539,20","2.548,95","2.555,10","2.511,34","2,62B","0,23%"
618,21.06.2022,"2.575,86","2.557,11","2.582,21","2.550,77","2,72B","1,44%"
619,22.06.2022,"2.574,30","2.572,18","2.586,86","2.552,05","2,42B","-0,06%"
