,Tarih,Şimdi_x,Açılış_x,Yüksek_x,Düşük_x,Hac._x,Fark %_x
458,03.11.2021,"1.670,14","1.650,98","1.670,14","1.607,84","2,73B","1,12%"
459,04.11.2021,"1.705,88","1.688,09","1.708,16","1.688,09","2,23B","2,14%"
460,05.11.2021,"1.717,19","1.705,21","1.721,17","1.696,95","1,97B","0,66%"
461,08.11.2021,"1.747,52","1.723,28","1.747,82","1.721,21","2,12B","1,77%"
462,09.11.2021,"1.758,97","1.750,88","1.778,59","1.744,77","3,15B","0,66%"
463,10.11.2021,"1.769,04","1.761,95","1.774,15","1.744,58","2,38B","0,57%"
464,11.11.2021,"1.767,18","1.766,37","1.789,89","1.764,05","3,06B","-0,11%"
465,12.11.2021,"1.780,33","1.774,12","1.785,63","1.771,83","1,71B","0,74%"
466,15.11.2021,"1.859,76","1.826,04","1.873,32","1.826,04","2,72B","4,46%"
467,16.11.2021,"1.843,47","1.878,87","1.892,31","1.839,00","3,34B","-0,88%"
468,17.11.2021,"1.868,37","1.838,40","1.876,25","1.838,40","2,45B","1,35%"
469,18.11.2021,"1.907,33","1.871,65","1.935,26","1.857,82","4,47B","2,09%"
470,19.11.2021,"1.897,39","1.920,78","1.931,08","1.887,70","2,26B","-0,52%"
471,22.11.2021,"1.910,87","1.911,96","1.918,02","1.895,47","1,57B","0,71%"
472,23.11.2021,"1.944,99","1.911,04","1.953,21","1.904,86","3,83B","1,79%"
473,24.11.2021,"1.971,16","1.962,27","1.999,04","1.956,69","3,79B","1,35%"
474,25.11.2021,"1.972,09","1.973,91","1.991,73","1.960,40","2,33B","0,05%"
475,26.11.2021,"1.914,37","1.961,56","1.961,56","1.897,11","2,68B","-2,93%"
476,29.11.2021,"1.951,67","1.921,79","1.957,08","1.911,93","2,11B","1,95%"
477,30.11.2021,"1.942,82","1.948,87","1.958,39","1.934,04","2,29B","-0,45%"
478,01.12.2021,"1.997,14","1.957,23","2.000,93","1.957,23","2,66B","2,80%"
479,02.12.2021,"2.019,90","2.005,00","2.025,97","2.005,00","2,19B","1,14%"
480,03.12.2021,"2.048,87","2.039,84","2.056,56","2.034,34","1,85B","1,43%"
481,06.12.2021,"2.074,41","2.055,61","2.075,11","2.038,09","2,09B","1,25%"
482,07.12.2021,"2.143,81","2.095,56","2.146,79","2.091,79","2,87B","3,35%"
483,08.12.2021,"2.171,49","2.153,81","2.182,28","2.138,05","3,77B","1,29%"
484,09.12.2021,"2.207,78","2.177,92","2.237,59","2.177,92","3,57B","1,67%"
485,10.12.2021,"2.212,62","2.208,94","2.222,80","2.171,94","2,93B","0,22%"
486,13.12.2021,"2.294,51","2.226,30","2.310,94","2.226,30","3,44B","3,70%"
487,14.12.2021,"2.368,87","2.320,55","2.368,87","2.320,55","4,34B","3,24%"
488,15.12.2021,"2.386,11","2.407,44","2.412,27","2.363,81","3,50B","0,73%"
489,16.12.2021,"2.527,97","2.411,07","2.528,85","2.397,72","4,06B","5,95%"
490,17.12.2021,"2.298,68","2.584,96","2.677,24","2.289,28","5,19B","-9,07%"
491,20.12.2021,"2.279,15","2.267,04","2.377,35","2.102,82","3,13B","-0,85%"
492,21.12.2021,"2.089,52","2.300,85","2.321,69","2.082,02","3,01B","-8,32%"
493,22.12.2021,"1.981,37","2.013,93","2.094,74","1.958,24","3,36B","-5,18%"
494,23.12.2021,"1.984,56","2.014,85","2.030,26","1.888,06","2,78B","0,16%"
495,24.12.2021,"2.086,78","2.000,32","2.086,78","1.986,76","1,79B","5,15%"
496,27.12.2021,"2.089,39","2.093,45","2.143,51","2.063,37","2,14B","0,13%"
497,28.12.2021,"2.032,89","2.107,36","2.109,80","2.011,31","1,84B","-2,70%"
498,29.12.2021,"2.086,26","2.027,48","2.094,56","2.008,16","1,82B","2,63%"
499,30.12.2021,"2.040,16","2.109,31","2.119,11","2.037,89","1,65B","-2,21%"
500,31.12.2021,"2.025,03","2.044,08","2.066,94","2.011,86","1,06B","-0,74%"
501,03.01.2022,"2.109,51","2.039,14","2.109,51","2.032,27","1,39B","4,17%"
502,04.01.2022,"2.157,04","2.127,96","2.176,72","2.109,74","1,97B","2,25%"
503,05.01.2022,"2.212,29","2.158,00","2.213,86","2.145,48","1,58B","2,56%"
504,06.01.2022,"2.219,59","2.196,49","2.239,34","2.180,42","2,06B","0,33%"
505,07.01.2022,"2.256,55","2.235,76","2.260,55","2.206,45","2,52B","1,67%"
506,10.01.2022,"2.268,60","2.275,74","2.302,02","2.268,60","2,27B","0,53%"
507,11.01.2022,"2.278,11","2.286,92","2.298,44","2.238,14","2,94B","0,42%"
508,12.01.2022,"2.298,05","2.307,34","2.314,36","2.289,72","2,46B","0,88%"
509,13.01.2022,"2.308,98","2.288,80","2.329,65","2.285,10","2,50B","0,48%"
510,14.01.2022,"2.302,07","2.309,59","2.318,74","2.274,08","2,24B","-0,30%"
511,17.01.2022,"2.311,55","2.319,68","2.332,61","2.310,81","2,72B","0,41%"
512,18.01.2022,"2.189,69","2.306,72","2.310,39","2.189,69","2,82B","-5,27%"
513,19.01.2022,"2.263,96","2.189,02","2.267,50","2.163,02","3,50B","3,39%"
514,20.01.2022,"2.229,58","2.282,02","2.292,79","2.192,93","3,82B","-1,52%"
515,21.01.2022,"2.222,94","2.221,97","2.234,80","2.192,28","2,22B","-0,30%"
516,24.01.2022,"2.102,91","2.213,18","2.220,64","2.102,91","2,93B","-5,40%"
517,25.01.2022,"2.149,64","2.123,29","2.159,98","2.071,49","1,77B","2,22%"
518,26.01.2022,"2.155,38","2.155,91","2.185,80","2.149,33","1,49B","0,27%"
519,27.01.2022,"2.209,79","2.117,78","2.209,79","2.110,75","1,77B","2,52%"
520,28.01.2022,"2.186,98","2.219,46","2.234,52","2.181,41","2,03B","-1,03%"
521,31.01.2022,"2.202,64","2.212,65","2.217,35","2.193,19","1,54B","0,72%"
522,01.02.2022,"2.216,98","2.216,16","2.242,04","2.209,35","1,58B","0,65%"
523,02.02.2022,"2.206,07","2.232,99","2.237,36","2.194,21","2,11B","-0,49%"
524,03.02.2022,"2.153,96","2.197,23","2.218,84","2.143,47","1,62B","-2,36%"
525,04.02.2022,"2.136,92","2.169,23","2.173,33","2.130,85","1,41B","-0,79%"
526,07.02.2022,"2.206,94","2.135,40","2.206,94","2.093,09","2,08B","3,28%"
527,08.02.2022,"2.223,45","2.208,33","2.239,51","2.190,83","1,77B","0,75%"
528,09.02.2022,"2.267,41","2.243,13","2.272,85","2.236,08","1,92B","1,98%"
529,10.02.2022,"2.261,44","2.273,77","2.280,36","2.248,90","1,73B","-0,26%"
530,11.02.2022,"2.279,93","2.242,08","2.281,61","2.206,97","1,84B","0,82%"
531,14.02.2022,"2.226,08","2.249,33","2.257,85","2.188,38","2,23B","-2,36%"
532,15.02.2022,"2.269,73","2.233,22","2.289,40","2.230,53","1,89B","1,96%"
533,16.02.2022,"2.268,51","2.282,91","2.289,39","2.261,83","1,38B","-0,05%"
534,17.02.2022,"2.232,87","2.277,72","2.291,24","2.232,87","1,76B","-1,57%"
535,18.02.2022,"2.258,69","2.250,37","2.258,69","2.225,87","1,05B","1,16%"
536,21.02.2022,"2.268,25","2.280,89","2.294,84","2.239,14","1,40B","0,42%"
537,22.02.2022,"2.247,47","2.233,33","2.266,86","2.205,07","1,59B","-0,92%"
538,23.02.2022,"2.246,98","2.267,43","2.279,56","2.246,98","1,44B","-0,02%"
539,24.02.2022,"2.070,12","2.190,73","2.190,73","2.038,17","1,56B","-7,87%"
540,25.02.2022,"2.181,36","2.105,50","2.197,83","2.086,84","2,21B","5,37%"
541,28.02.2022,"2.186,32","2.143,72","2.193,42","2.136,89","1,93B","0,23%"
542,01.03.2022,"2.215,53","2.212,21","2.244,93","2.188,65","2,31B","1,34%"
543,02.03.2022,"2.237,14","2.219,49","2.253,21","2.206,94","1,89B","0,98%"
544,03.03.2022,"2.282,29","2.266,16","2.313,23","2.265,06","1,91B","2,02%"
545,04.03.2022,"2.237,34","2.269,67","2.281,98","2.237,34","1,93B","-1,97%"
546,07.03.2022,"2.244,26","2.228,75","2.264,69","2.205,81","2,18B","0,31%"
547,08.03.2022,"2.258,42","2.231,86","2.288,87","2.229,75","2,25B","0,63%"
548,09.03.2022,"2.289,94","2.289,94","2.312,01","2.278,35","2,18B","1,40%"
549,10.03.2022,"2.290,73","2.303,96","2.322,09","2.271,32","2,19B","0,03%"
550,11.03.2022,"2.302,14","2.294,14","2.320,21","2.291,56","2,14B","0,50%"
551,14.03.2022,"2.343,20","2.317,91","2.347,94","2.315,51","1,75B","1,78%"
552,15.03.2022,"2.331,19","2.340,34","2.358,86","2.328,18","1,91B","-0,51%"
553,16.03.2022,"2.339,62","2.346,49","2.353,73","2.326,24","1,63B","0,36%"
554,17.03.2022,"2.398,94","2.357,88","2.402,75","2.357,88","2,03B","2,54%"
555,18.03.2022,"2.404,04","2.408,01","2.414,92","2.390,07","1,41B","0,21%"
556,21.03.2022,"2.436,48","2.421,78","2.437,92","2.409,60","1,59B","1,35%"
557,22.03.2022,"2.442,94","2.401,33","2.443,47","2.395,46","1,68B","0,27%"
558,23.03.2022,"2.431,21","2.449,93","2.459,28","2.416,55","1,97B","-0,48%"
559,24.03.2022,"2.419,99","2.435,15","2.448,79","2.415,00","1,90B","-0,46%"
560,25.03.2022,"2.412,84","2.423,34","2.440,58","2.412,57","1,14B","-0,30%"
561,28.03.2022,"2.399,98","2.418,05","2.430,05","2.399,98","1,31B","-0,53%"
562,29.03.2022,"2.445,80","2.409,67","2.460,60","2.409,67","2,03B","1,91%"
563,30.03.2022,"2.476,74","2.452,41","2.477,42","2.451,76","1,96B","1,27%"
564,31.03.2022,"2.477,16","2.482,97","2.495,27","2.462,60","1,79B","0,02%"
565,01.04.2022,"2.500,71","2.483,22","2.507,55","2.475,20","2,30B","0,95%"
566,04.04.2022,"2.576,99","2.516,89","2.576,99","2.516,86","3,08B","3,05%"
567,05.04.2022,"2.590,15","2.583,70","2.613,72","2.563,84","2,88B","0,51%"
568,06.04.2022,"2.572,94","2.592,02","2.615,66","2.563,23","2,05B","-0,66%"
569,07.04.2022,"2.603,10","2.586,16","2.611,42","2.586,16","2,02B","1,17%"
570,08.04.2022,"2.662,70","2.622,80","2.665,27","2.619,47","2,78B","2,29%"
571,11.04.2022,"2.731,36","2.672,83","2.731,88","2.669,59","3,61B","2,58%"
572,12.04.2022,"2.749,92","2.733,22","2.766,94","2.702,23","3,32B","0,68%"
573,13.04.2022,"2.755,65","2.776,68","2.796,99","2.723,44","3,09B","0,21%"
574,14.04.2022,"2.771,91","2.783,80","2.788,22","2.756,43","2,55B","0,59%"
575,15.04.2022,"2.787,89","2.773,09","2.793,05","2.766,90","1,88B","0,58%"
576,18.04.2022,"2.805,24","2.796,08","2.812,44","2.780,90","2,31B","0,62%"
577,19.04.2022,"2.817,68","2.821,51","2.833,48","2.785,88","2,70B","0,44%"
578,20.04.2022,"2.821,41","2.824,99","2.835,69","2.795,93","2,16B","0,13%"
579,21.04.2022,"2.862,54","2.828,49","2.869,50","2.826,74","2,83B","1,46%"
580,22.04.2022,"2.765,33","2.852,77","2.866,34","2.757,08","2,70B","-3,40%"
581,25.04.2022,"2.781,90","2.764,63","2.800,58","2.717,85","2,42B","0,60%"
582,26.04.2022,"2.704,24","2.798,65","2.812,97","2.686,82","2,56B","-2,79%"
583,27.04.2022,"2.745,21","2.709,85","2.748,84","2.684,64","2,23B","1,52%"
584,28.04.2022,"2.706,80","2.754,53","2.775,74","2.706,55","1,97B","-1,40%"
585,29.04.2022,"2.704,44","2.712,41","2.724,78","2.675,39","1,81B","-0,09%"
586,05.05.2022,"2.744,12","2.741,74","2.774,51","2.738,96","1,74B","1,47%"
587,06.05.2022,"2.726,54","2.738,67","2.748,76","2.699,31","1,80B","-0,64%"
588,09.05.2022,"2.734,18","2.729,87","2.750,14","2.705,99","1,95B","0,28%"
589,10.05.2022,"2.770,14","2.748,11","2.775,59","2.748,11","2,08B","1,32%"
590,11.05.2022,"2.735,81","2.780,80","2.783,55","2.703,97","2,01B","-1,24%"
591,12.05.2022,"2.661,53","2.705,58","2.709,01","2.629,01","2,40B","-2,72%"
592,13.05.2022,"2.681,97","2.690,99","2.696,19","2.658,71","1,37B","0,77%"
593,16.05.2022,"2.646,41","2.681,36","2.686,93","2.646,41","1,78B","-1,33%"
594,17.05.2022,"2.651,44","2.659,14","2.679,47","2.636,33","1,82B","0,19%"
595,18.05.2022,"2.655,03","2.646,25","2.674,13","2.638,22","1,98B","0,14%"
596,20.05.2022,"2.631,81","2.649,13","2.675,02","2.631,81","1,99B","-0,87%"
597,23.05.2022,"2.644,67","2.655,28","2.662,05","2.602,03","2,06B","0,49%"
598,24.05.2022,"2.632,50","2.658,18","2.666,07","2.632,29","1,54B","-0,46%"
599,25.05.2022,"2.690,37","2.648,15","2.697,83","2.644,06","1,95B","2,20%"
600,26.05.2022,"2.732,57","2.695,06","2.739,05","2.693,27","1,70B","1,57%"
601,27.05.2022,"2.709,49","2.735,58","2.751,50","2.704,10","1,69B","-0,84%"
602,30.05.2022,"2.815,49","2.741,94","2.831,90","2.739,88","2,06B","3,91%"
603,31.05.2022,"2.837,57","2.829,38","2.844,66","2.814,62","2,74B","0,78%"
604,01.06.2022,"2.854,85","2.844,34","2.880,14","2.844,34","2,06B","0,61%"
605,02.06.2022,"2.900,55","2.866,52","2.904,34","2.849,60","1,93B","1,60%"
606,03.06.2022,"2.889,70","2.911,69","2.920,66","2.880,44","1,48B","-0,37%"
607,06.06.2022,"2.942,34","2.905,84","2.950,80","2.905,84","2,43B","1,82%"
608,07.06.2022,"2.934,46","2.944,82","2.949,59","2.901,88","1,89B","-0,27%"
609,08.06.2022,"2.806,37","2.945,38","2.979,50","2.801,87","2,26B","-4,37%"
610,09.06.2022,"2.838,22","2.813,25","2.843,21","2.769,87","1,83B","1,13%"
611,10.06.2022,"2.794,79","2.812,51","2.869,10","2.780,10","2,03B","-1,53%"
612,13.06.2022,"2.763,65","2.789,08","2.803,00","2.759,03","1,62B","-1,11%"
613,14.06.2022,"2.756,88","2.782,14","2.789,02","2.734,57","1,46B","-0,24%"
614,15.06.2022,"2.778,50","2.761,83","2.783,40","2.743,60","1,43B","0,78%"
615,16.06.2022,"2.719,47","2.783,06","2.792,67","2.703,48","1,60B","-2,12%"
616,17.06.2022,"2.776,59","2.724,71","2.776,59","2.718,02","1,54B","2,10%"
617,20.06.2022,"2.785,18","2.793,83","2.799,84","2.745,52","1,50B","0,31%"
618,21.06.2022,"2.831,26","2.805,31","2.840,29","2.795,31","1,56B","1,65%"
619,22.06.2022,"2.821,40","2.826,79","2.839,77","2.800,16","1,40B","-0,35%"
620,23.06.2022,"2.774,25","2.823,07","2.834,66","2.766,73","1,40B","-1,67%"
621,24.06.2022,"2.783,02","2.786,77","2.805,06","2.748,09","1,42B","0,32%"
622,27.06.2022,"2.754,10","2.766,82","2.778,09","2.701,93","1,29B","-1,04%"
623,28.06.2022,"2.707,16","2.772,12","2.790,83","2.684,93","1,57B","-1,70%"
624,29.06.2022,"2.603,70","2.706,66","2.708,80","2.603,70","1,53B","-3,82%"
625,30.06.2022,"2.609,19","2.601,76","2.640,96","2.569,82","1,88B","0,21%"
626,01.07.2022,"2.655,69","2.610,85","2.666,69","2.604,06","1,32B","1,78%"
627,04.07.2022,"2.607,16","2.673,16","2.691,79","2.607,16","1,27B","-1,83%"
628,05.07.2022,"2.568,87","2.620,93","2.630,32","2.553,25","1,62B","-1,47%"
629,06.07.2022,"2.604,43","2.588,34","2.609,20","2.560,42","1,40B","1,38%"
630,07.07.2022,"2.613,04","2.607,44","2.616,41","2.586,94","1,12B","0,33%"
631,08.07.2022,"2.618,60","2.611,90","2.626,42","2.606,69","370,97M","0,21%"
632,13.07.2022,"2.564,47","2.618,76","2.625,20","2.540,15","1,06B","-2,07%"
633,14.07.2022,"2.526,87","2.560,59","2.573,57","2.515,56","1,12B","-1,47%"
634,18.07.2022,"2.614,17","2.547,29","2.614,20","2.547,29","1,17B","3,45%"
635,19.07.2022,"2.669,20","2.607,81","2.669,20","2.604,70","1,67B","2,11%"
636,20.07.2022,"2.699,75","2.682,20","2.701,30","2.661,05","1,41B","1,14%"
637,21.07.2022,"2.682,58","2.702,28","2.711,30","2.674,50","1,42B","-0,64%"
638,22.07.2022,"2.685,19","2.697,37","2.716,75","2.663,12","1,40B","0,10%"
639,25.07.2022,"2.723,48","2.687,50","2.729,36","2.687,50","1,61B","1,43%"
640,26.07.2022,"2.701,21","2.733,67","2.743,46","2.699,26","1,68B","-0,82%"
641,27.07.2022,"2.705,95","2.715,62","2.718,79","2.688,24","1,32B","0,18%"
642,28.07.2022,"2.698,00","2.731,90","2.739,97","2.692,60","1,66B","-0,29%"
643,29.07.2022,"2.760,45","2.701,33","2.762,91","2.690,34","1,39B","2,31%"
644,01.08.2022,"2.834,09","2.766,01","2.836,11","2.766,01","1,71B","2,67%"
645,02.08.2022,"2.832,55","2.839,39","2.868,14","2.820,42","1,72B","-0,05%"
646,03.08.2022,"2.877,40","2.853,96","2.877,40","2.848,46","1,53B","1,58%"
647,04.08.2022,"2.921,48","2.895,73","2.935,66","2.895,73","1,76B","1,53%"
648,05.08.2022,"2.956,24","2.927,05","2.973,14","2.904,61","2,64B","1,19%"
649,08.08.2022,"3.011,58","2.964,35","3.022,13","2.964,35","2,32B","1,87%"
650,09.08.2022,"2.996,47","3.009,86","3.023,02","2.971,58","2,24B","-0,50%"
651,10.08.2022,"3.051,15","2.988,19","3.051,34","2.974,05","2,43B","1,82%"
652,11.08.2022,"3.101,90","3.069,41","3.115,66","3.061,81","2,77B","1,66%"
653,12.08.2022,"3.087,02","3.107,19","3.136,09","3.062,03","2,42B","-0,48%"
654,15.08.2022,"3.066,79","3.099,62","3.108,72","3.053,81","1,76B","-0,66%"
655,16.08.2022,"3.145,08","3.073,41","3.145,08","2.977,00","2,93B","2,55%"
656,17.08.2022,"3.229,41","3.166,07","3.233,44","3.150,66","3,86B","2,68%"
657,18.08.2022,"3.289,24","3.228,85","3.307,14","3.178,86","4,70B","1,85%"
658,19.08.2022,"3.279,07","3.293,51","3.324,01","3.254,89","3,15B","-0,31%"
659,22.08.2022,"3.320,23","3.274,83","3.347,21","3.256,98","3,66B","1,26%"
660,23.08.2022,"3.399,82","3.328,16","3.410,13","3.328,16","4,03B","2,40%"
661,24.08.2022,"3.325,16","3.413,66","3.435,86","3.321,11","3,64B","-2,20%"
662,25.08.2022,"3.419,52","3.341,75","3.431,68","3.340,27","4,57B","2,84%"
663,26.08.2022,"3.429,22","3.433,50","3.485,26","3.382,73","5,89B","0,28%"
664,29.08.2022,"3.460,79","3.428,55","3.471,03","3.387,94","3,51B","0,92%"
665,31.08.2022,"3.454,42","3.474,23","3.493,08","3.447,02","3,94B","-0,18%"
666,01.09.2022,"3.400,55","3.445,74","3.455,79","3.382,76","4,56B","-1,56%"
667,02.09.2022,"3.494,19","3.425,61","3.504,95","3.412,61","4,53B","2,75%"
668,05.09.2022,"3.669,21","3.524,60","3.682,54","3.524,60","5,63B","5,01%"
669,06.09.2022,"3.703,02","3.698,15","3.787,41","3.609,07","7,26B","0,92%"
670,07.09.2022,"3.728,29","3.714,07","3.745,32","3.641,73","5,41B","0,68%"
671,08.09.2022,"3.766,07","3.758,91","3.849,42","3.742,12","5,89B","1,01%"
672,09.09.2022,"3.866,13","3.796,49","3.903,73","3.778,99","5,28B","2,66%"
673,12.09.2022,"4.025,14","3.907,52","4.028,47","3.891,56","5,64B","4,11%"
674,13.09.2022,"3.748,02","4.070,56","4.115,58","3.748,02","6,59B","-6,88%"
675,14.09.2022,"3.767,06","3.739,11","3.767,06","3.570,75","3,26B","0,51%"
676,15.09.2022,"3.652,35","3.779,30","3.815,55","3.648,20","3,58B","-3,05%"
677,16.09.2022,"3.667,90","3.643,15","3.711,13","3.601,29","4,32B","0,43%"
678,19.09.2022,"3.440,71","3.679,45","3.687,15","3.440,71","3,02B","-6,19%"
679,20.09.2022,"3.563,07","3.482,01","3.564,86","3.400,24","3,68B","3,56%"
680,21.09.2022,"3.519,73","3.555,96","3.584,33","3.498,84","2,65B","-1,22%"
681,22.09.2022,"3.581,47","3.523,68","3.618,21","3.510,20","2,99B","1,75%"
682,23.09.2022,"3.555,67","3.593,61","3.619,02","3.545,02","1,84B","-0,72%"
683,26.09.2022,"3.532,52","3.556,28","3.587,68","3.477,47","2,18B","-0,65%"
684,27.09.2022,"3.559,92","3.542,28","3.623,75","3.542,28","2,85B","0,78%"
685,28.09.2022,"3.489,01","3.548,77","3.584,91","3.485,62","2,14B","-1,99%"
686,29.09.2022,"3.440,42","3.515,23","3.542,32","3.324,66","2,19B","-1,39%"
687,30.09.2022,"3.457,55","3.443,91","3.468,95","3.406,45","1,74B","0,50%"
688,03.10.2022,"3.720,08","3.473,97","3.721,13","3.473,97","2,25B","7,59%"
689,04.10.2022,"3.789,62","3.774,58","3.832,50","3.731,67","2,65B","1,87%"
690,05.10.2022,"3.823,04","3.821,67","3.851,72","3.749,57","2,65B","0,88%"
691,06.10.2022,"3.906,31","3.864,67","3.922,08","3.851,48","2,47B","2,18%"
692,07.10.2022,"3.915,29","3.916,81","3.947,04","3.890,88","2,20B","0,23%"
693,10.10.2022,"3.920,71","3.921,88","3.953,52","3.900,74","1,96B","0,14%"
694,11.10.2022,"3.910,04","3.928,37","3.948,65","3.893,82","2,43B","-0,27%"
695,12.10.2022,"3.843,10","3.914,57","3.931,68","3.834,82","2,24B","-1,71%"
696,13.10.2022,"3.883,81","3.854,39","3.912,92","3.840,11","1,98B","1,06%"
697,14.10.2022,"3.952,71","3.920,20","3.975,61","3.920,20","2,12B","1,77%"
698,17.10.2022,"4.218,54","3.964,45","4.230,64","3.964,45","3,38B","6,73%"
699,18.10.2022,"4.218,22","4.254,81","4.318,47","4.173,89","3,64B","-0,01%"
700,19.10.2022,"4.258,81","4.229,54","4.309,63","4.213,78","3,01B","0,96%"
701,20.10.2022,"4.274,27","4.267,53","4.329,41","4.246,88","3,42B","0,36%"
702,21.10.2022,"4.298,90","4.276,72","4.322,97","4.251,18","2,25B","0,58%"
703,24.10.2022,"4.350,04","4.307,23","4.388,59","4.307,23","2,23B","1,19%"
704,25.10.2022,"4.350,99","4.355,82","4.405,77","4.305,45","2,44B","0,02%"
705,26.10.2022,"4.341,87","4.367,45","4.394,80","4.317,78","1,88B","-0,21%"
706,27.10.2022,"4.283,98","4.341,96","4.353,76","4.248,49","2,03B","-1,33%"
707,28.10.2022,"4.212,53","4.275,33","4.276,99","4.207,51","920,95M","-1,67%"
708,31.10.2022,"4.330,49","4.216,80","4.335,85","4.204,90","2,06B","2,80%"
709,01.11.2022,"4.415,80","4.338,51","4.488,89","4.338,51","2,63B","1,97%"
710,02.11.2022,"4.418,44","4.417,82","4.448,69","4.391,06","2,26B","0,06%"
711,03.11.2022,"4.441,75","4.422,29","4.470,95","4.392,28","2,19B","0,53%"
712,04.11.2022,"4.584,49","4.474,33","4.612,96","4.474,33","2,85B","3,21%"
713,07.11.2022,"4.737,99","4.596,58","4.747,92","4.596,58","3,72B","3,35%"
714,08.11.2022,"4.767,83","4.741,14","4.843,81","4.694,13","4,41B","0,63%"
715,09.11.2022,"4.758,46","4.770,25","4.834,07","4.724,79","3,14B","-0,20%"
716,10.11.2022,"4.883,99","4.758,54","4.919,35","4.753,36","3,48B","2,64%"
717,11.11.2022,"4.836,10","4.974,57","4.985,15","4.809,92","2,95B","-0,98%"
718,14.11.2022,"4.951,62","4.825,95","4.953,26","4.822,42","2,52B","2,39%"
719,15.11.2022,"5.066,87","5.017,54","5.098,19","4.929,57","3,61B","2,33%"
720,16.11.2022,"5.095,97","5.113,93","5.230,51","5.075,96","4,25B","0,57%"
721,17.11.2022,"4.918,14","5.112,04","5.112,04","4.839,76","2,81B","-3,49%"
722,18.11.2022,"4.918,45","4.862,13","4.967,78","4.853,84","2,41B","0,01%"
723,21.11.2022,"4.945,37","4.880,72","4.945,37","4.819,68","2,70B","0,55%"
724,22.11.2022,"5.184,19","4.926,56","5.184,19","4.926,56","3,87B","4,83%"
725,23.11.2022,"5.266,83","5.202,13","5.278,97","5.098,98","3,21B","1,59%"
726,24.11.2022,"5.253,81","5.290,45","5.358,31","5.189,06","3,90B","-0,25%"
727,25.11.2022,"5.265,19","5.249,84","5.287,02","5.185,06","3,17B","0,22%"
728,28.11.2022,"5.321,16","5.290,71","5.377,53","5.230,48","3,06B","1,06%"
729,29.11.2022,"5.375,32","5.339,00","5.403,60","5.198,27","2,93B","1,02%"
730,30.11.2022,"5.364,39","5.325,36","5.385,78","5.323,23","3,32B","-0,20%"
731,01.12.2022,"5.433,58","5.435,26","5.485,25","5.382,79","3,01B","1,29%"
732,02.12.2022,"5.313,72","5.433,45","5.433,45","5.259,06","2,52B","-2,21%"
733,05.12.2022,"5.318,85","5.342,26","5.381,05","5.222,33","3,22B","0,10%"
734,06.12.2022,"5.366,43","5.304,14","5.411,07","5.273,63","3,27B","0,89%"
735,07.12.2022,"5.180,48","5.363,07","5.381,11","5.128,59","3,17B","-3,47%"
736,08.12.2022,"5.200,78","5.178,77","5.214,85","5.054,02","2,83B","0,39%"
737,09.12.2022,"5.355,84","5.212,60","5.373,41","5.202,02","2,73B","2,98%"
738,12.12.2022,"5.582,63","5.402,77","5.616,48","5.402,77","3,57B","4,23%"
739,13.12.2022,"5.648,80","5.601,00","5.704,28","5.557,48","3,58B","1,19%"
740,14.12.2022,"5.434,83","5.665,46","5.704,12","5.406,34","4,37B","-3,79%"
741,15.12.2022,"5.570,59","5.557,63","5.641,32","5.419,38","3,43B","2,50%"
742,16.12.2022,"5.582,67","5.589,00","5.645,52","5.514,76","3,29B","0,22%"
743,19.12.2022,"5.804,74","5.638,98","5.822,35","5.638,98","4,35B","3,98%"
744,20.12.2022,"5.849,77","5.815,00","5.877,10","5.741,47","3,28B","0,78%"
745,21.12.2022,"5.860,95","5.883,31","5.941,61","5.839,34","3,11B","0,19%"
746,22.12.2022,"5.883,16","5.898,26","5.964,40","5.826,98","2,56B","0,38%"
747,23.12.2022,"5.885,22","5.836,93","5.890,65","5.794,57","2,26B","0,04%"
748,26.12.2022,"5.940,73","5.960,30","5.990,57","5.912,14","2,07B","0,94%"
749,27.12.2022,"5.876,73","5.942,99","5.969,45","5.870,81","2,29B","-1,08%"
750,28.12.2022,"5.789,35","5.886,43","5.892,27","5.690,51","2,40B","-1,49%"
751,29.12.2022,"5.915,15","5.787,80","5.915,15","5.765,37","2,10B","2,17%"
752,30.12.2022,"5.944,83","5.954,34","6.030,29","5.937,72","2,65B","0,50%"
753,02.01.2023,"6.111,47","6.014,39","6.113,82","6.011,39","2,87B","2,80%"
754,03.01.2023,"6.096,53","6.156,87","6.180,51","6.082,80","3,49B","-0,24%"
755,04.01.2023,"5.988,82","6.117,81","6.121,46","5.932,74","3,27B","-1,77%"
756,05.01.2023,"5.559,66","6.024,62","6.036,75","5.559,66","2,92B","-7,17%"
757,06.01.2023,"5.799,09","5.568,89","5.898,23","5.404,57","3,29B","4,31%"
758,09.01.2023,"5.615,94","5.866,43","5.880,36","5.562,39","2,64B","-3,16%"
759,10.01.2023,"5.423,12","5.612,28","5.647,13","5.379,78","2,55B","-3,43%"
760,11.01.2023,"5.162,70","5.444,03","5.552,19","5.162,70","2,50B","-4,80%"
761,12.01.2023,"5.451,94","5.304,94","5.461,43","5.048,20","3,18B","5,60%"
762,13.01.2023,"5.462,44","5.430,02","5.557,47","5.398,58","2,52B","0,19%"
763,16.01.2023,"5.706,83","5.494,43","5.706,83","5.456,12","2,68B","4,47%"
764,17.01.2023,"5.823,29","5.721,49","5.850,76","5.683,56","3,26B","2,04%"
