,Tarih,Fon Kodu,Fon Adı,Fiyat,Tedavüldeki Pay Sayısı,Kişi Sayısı,Fon Toplam Değer
5299,05.01.2024,OSF,NEO PORTFÖY BALKAN SERBEST FON,2.218478,"509,317.0",10,"1,129,908.51"
5300,05.01.2024,OSH,OSMANLI PORTFÖY MİNERVA SERBEST FON,0.280422,"115,441,217.0",13,"32,372,251.53"
5301,05.01.2024,OSL,OSMANLI PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,0.052427,"4,532,799,932.0","4,009","237,641,944.99"
5302,05.01.2024,OTE,QNB FİNANS PORTFÖY TAYMER SERBEST (DÖVİZ) ÖZEL FON,33.904578,"4,158,586.0",2,"140,995,104.37"
5303,05.01.2024,OTF,OYAK PORTFÖY TÜRKİYE FİNANS KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU,2.514305,"69,752,960.0","1,485","175,380,201.05"
5304,05.01.2024,OTJ,OYAK PORTFÖY KIYMETLİ MADENLER FON SEPETİ FONU,2.122379,"175,897,877.0","11,754","373,321,909.31"
5305,05.01.2024,OTK,OYAK PORTFÖY BİRİNCİ KATILIM SERBEST FON,3.187398,"690,053.0",31,"2,199,473.34"
5306,05.01.2024,OTS,QNB FİNANS PORTFÖY ONBİRİNCİ SERBEST (DÖVİZ) FON,32.382059,"15,510,000.0",172,"502,245,728.43"
5307,05.01.2024,OTZ,QNB FİNANS PORTFÖY TANER SERBEST (DÖVİZ) ÖZEL FON,35.969032,"4,472,207.0",4,"160,860,957.08"
5308,05.01.2024,OUB,OSMANLI PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,2.185616,"124,970,343.0",11,"273,137,139.99"
5309,05.01.2024,OUD,OSMANLI PORTFÖY ATLANTİK SERBEST (DÖVİZ) FON,34.352702,"5,301,679.0",168,"182,126,998.23"
5310,05.01.2024,OUN,AK PORTFÖY ONÜÇÜNCÜ SERBEST (DÖVİZ) FON,0.0,0.0,0,0.0
5311,05.01.2024,OUR,OSMANLI PORTFÖY PASİFİK SERBEST (DÖVİZ) FON,30.382035,"1,122,623.0",12,"34,107,570.9"
5312,05.01.2024,OUY,QİNVEST PORTFÖY BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,34.396844,"31,491,377.0",2,"1,083,203,987.36"
5313,05.01.2024,OVD,QNB FİNANS PORTFÖY EMTİA FON SEPETİ FONU,1.436003,"80,212,595.0","1,944","115,185,497.51"
5314,05.01.2024,OVF,QNB FİNANS PORTFÖY DOKUZUNCU SERBEST (DÖVİZ) FON,0.0,0.0,0,0.0
5315,05.01.2024,OVR,QNB FİNANS PORTFÖY FAGİ SERBEST (DÖVİZ) ÖZEL FON,36.408003,"6,613,934.0",1,"240,800,130.99"
5316,05.01.2024,OVT,QNB FİNANS PORTFÖY DCD SERBEST (DÖVİZ) ÖZEL FON,40.117656,"10,318,652.0",1,"413,960,133.74"
5317,05.01.2024,OYL,OYAK PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,0.052933,"13,872,075,938.0","4,725","734,285,990.37"
5318,05.01.2024,OYS,OYAK PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,7.120725,"562,952,678.0",11,"4,008,631,413.56"
5319,05.01.2024,OYT,OYAK PORTFÖY BİRİNCİ SERBEST FON,0.044259,"25,622,771,694.0",137,"1,134,029,186.75"
5320,05.01.2024,OZC,QİNVEST PORTFÖY BİRİNCİ SERBEST ÖZEL FON,1.609725,"211,761,520.0",1,"340,877,832.85"
5321,05.01.2024,OZF,QNB FİNANS PORTFÖY SEKİZİNCİ SERBEST(DÖVİZ) FON,32.394145,"30,760,000.0",232,"996,443,898.49"
5322,05.01.2024,PAC,AZİMUT PORTFÖY AC SERBEST ÖZEL FON,3.128525,"244,429,774.0",1,"764,704,683.76"
5323,05.01.2024,PAF,A1 PORTFÖY ALTIN FONU,1.144482,"30,406,687.0","1,286","34,799,892.81"
5324,05.01.2024,PAI,AK PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATINUM DEĞİŞKEN ÖZEL FON,2.596382,"3,092,240.0",175,"8,028,635.98"
5325,05.01.2024,PAL,AK PORTFÖY ALTINCI SERBEST(DÖVİZ) FON,32.057072,"1,354,598,213.0","17,188","43,424,451,970.35"
5326,05.01.2024,PAP,AK PORTFÖY MİSTRAL SERBEST(DÖVİZ) ÖZEL FON,34.708162,"4,667,162.0",1,"161,988,615.13"
5327,05.01.2024,PBB,AZİMUT PORTFÖY BB SERBEST (DÖVİZ) ÖZEL FON,34.656958,"5,508,360.0",1,"190,902,998.57"
5328,05.01.2024,PBF,PHİLLİP PORTFÖY BİRİNCİ SERBEST ÖZEL FON,1.021229,"802,011,356.0",2,"819,037,355.55"
5329,05.01.2024,PBK,QİNVEST PORTFÖY BİRİNCİ KATILIM SERBEST(DÖVİZ) FON,32.019367,"9,934,491.0",85,"318,096,113.16"
5330,05.01.2024,PBS,AZİMUT PORTFÖY BOĞAZİÇİ SERBEST (DÖVİZ) FON,35.236748,"2,752,411.0",3,"96,986,013.66"
5331,05.01.2024,PCN,PERFORM PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,35.444752,"9,145,698.0",4,"324,166,999.8"
5332,05.01.2024,PDD,QİNVEST PORTFÖY KATILIM FONU,2.364703,"53,587,983.0",136,"126,719,686.96"
5333,05.01.2024,PDF,QİNVEST PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,32.757804,"6,175,421.0",37,"202,293,231.96"
5334,05.01.2024,PFO,PHİLLİP PORTFÖY FON SEPETİ FONU,1.008569,"10,062,999.0",25,"10,149,225.71"
5335,05.01.2024,PFS,ATLAS PORTFÖY FON SEPETİ FONU,1.072939,"20,770,043.0",52,"22,284,988.01"
5336,05.01.2024,PHS,PERFORM PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.786645,"423,716,849.0",35,"757,031,410.32"
5337,05.01.2024,PIL,ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU,1.395157,"11,473,535.0","1,619","16,007,382.25"
5338,05.01.2024,PJL,PHİLLİP PORTFÖY PARA PİYASASI FONU,1.687723,"158,744,660.0","5,125","267,917,063.82"
5339,05.01.2024,PJP,PERFORM PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,32.489423,"17,679,012.0",1,"574,380,895.68"
5340,05.01.2024,PKF,ATA PORTFÖY ALTIN KATILIM FONU,1.459118,"60,909,148.0",688,"88,873,636.0"
5341,05.01.2024,PLS,DENİZ PORTFÖY LARA SERBEST (DÖVİZ) ÖZEL FON,12.224749,"35,908,725.0",8,"438,975,148.84"
5342,05.01.2024,PPB,PHİLLİP PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),5.047112,"6,028,700.0",745,"30,427,523.71"
5343,05.01.2024,PPD,PERFORM PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),13.675757,"85,919,867.0",88,"1,175,019,240.42"
5344,05.01.2024,PPE,PHİLLİP PORTFÖY SERBEST (DÖVİZ) FON,31.960156,"1,948,801.0",26,"62,283,984.61"
5345,05.01.2024,PPF,AZİMUT PORTFÖY AKÇE SERBEST FON,1.779205,"17,135,010.0",6,"30,486,695.62"
5346,05.01.2024,PPN,NUROL PORTFÖY PARA PİYASASI (TL) FONU,1.794953,"172,453,551.0",442,"309,545,987.45"
5347,05.01.2024,PPP,PERFORM PORTFÖY PARA PİYASASI (TL) FONU,0.0,0.0,0,0.0
5348,05.01.2024,PPS,PHİLLİP PORTFÖY BİRİNCİ SERBEST FON,1.435616,"36,750,773.0",26,"52,759,987.15"
5349,05.01.2024,PPT,ATLAS PORTFÖY PARA PİYASASI (TL) FONU,0.0,0.0,0,0.0
5350,05.01.2024,PPZ,AZİMUT PORTFÖY PARA PİYASASI (TL) FONU,2.102352,"3,392,029,154.0","10,841","7,131,240,149.5"
5351,05.01.2024,PRF,AZİMUT PORTFÖY IRF SERBEST (DÖVİZ) ÖZEL FON,33.453488,"2,434,700.0",2,"81,449,206.82"
5352,05.01.2024,PRU,ALLBATROSS PORTFÖY PARA PİYASASI SERBEST (TL) FON,1.117804,"789,582,814.0",51,"882,599,208.83"
5353,05.01.2024,PRZ,ROTA PORTFÖY POYRAZ SERBEST ÖZEL FON,2.793444,"35,162,977.0",1,"98,225,804.75"
5354,05.01.2024,PSG,AZİMUT PORTFÖY 9.0 SERBEST FON,4.784888,"10,305,306.0",54,"49,309,731.69"
5355,05.01.2024,PSL,AZİMUT PORTFÖY 8.0 SERBEST FON,4.140085,"12,964,702.0",91,"53,674,971.39"
5356,05.01.2024,PSS,AZİMUT PORTFÖY SARAY SERBEST FON,2.002794,"62,992,479.0",6,"126,160,990.22"
5357,05.01.2024,PTC,PERFORM PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,32.982253,"18,761,517.0",13,"618,797,097.29"
5358,05.01.2024,PTG,AZİMUT PORTFÖY KZY SERBEST (DÖVİZ) ÖZEL FON,34.916365,"2,653,543.0",1,"92,652,077.09"
5359,05.01.2024,PUA,AZİMUT PORTFÖY ADEMİR SERBEST (TL) ÖZEL FON,3.658956,"593,363,902.0",2,"2,171,092,228.77"
5360,05.01.2024,PUC,AK PORTFÖY BİRİNCİ KISA VADELİ SERBEST (TL) FON,2.35535,"7,297,225.0",55,"17,187,521.51"
5361,05.01.2024,PUD,AK PORTFÖY AKY SERBEST (DÖVİZ) ÖZEL FON,47.785139,"4,222,930.0",3,"201,793,298.87"
5362,05.01.2024,PUR,AK PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,3.340915,"12,327,295,594.0","13,265","41,184,447,880.35"
5363,05.01.2024,PUT,AK PORTFÖY ÖPY BEŞİNCİ SERBEST ÖZEL FON,2.805636,"877,787,362.0",1,"2,462,751,466.97"
5364,05.01.2024,PUV,AK PORTFÖY PRUVA SERBEST (DÖVİZ) ÖZEL FON,0.0,0.0,0,1.0
5365,05.01.2024,PUZ,AZİMUT PORTFÖY LUNA SERBEST ÖZEL FON,3.932942,"40,685,526.0",2,"160,013,809.62"
5366,05.01.2024,PVK,ALBARAKA PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,1.984615,"1,973,672,189.0",679,"3,916,979,906.94"
5367,05.01.2024,PYF,AZİMUT PORTFÖY YONCA SERBEST ÖZEL FON,4.143389,"218,111,612.0",8,"903,721,231.06"
5368,05.01.2024,PYH,AZİMUT PORTFÖY 10.0 SERBEST FON,3.722634,"30,072,096.0",2,"111,947,409.55"
5369,05.01.2024,PYL,AZİMUT PORTFÖY 11.0 SERBEST FON,4.121735,"76,181,642.0",16,"314,000,517.7"
5370,05.01.2024,PYS,YAPI KREDİ PORTFÖY PY HARBİYE SERBEST (DÖVİZ) ÖZEL FON,30.68173,"15,929,412.0",42,"488,741,920.96"
5371,05.01.2024,RAF,ROTA PORTFÖY ALTINCI SERBEST FON,1.583266,"29,864,232.0",11,"47,283,024.37"
5372,05.01.2024,RAY,ROTA PORTFÖY RAY SİGORTA SERBEST (TL) ÖZEL FON,1.341925,"436,793,424.0",1,"586,143,950.87"
5373,05.01.2024,RBA,ALBARAKA PORTFÖY ALTIN KATILIM FONU,6.783866,"51,575,343.0","3,132","349,880,192.56"
5374,05.01.2024,RBE,ROTA PORTFÖY BEŞİNCİ SERBEST (TL) FON,1.348708,"711,657,541.0",13,"959,817,888.9"
5375,05.01.2024,RBH,ALBARAKA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),14.092691,"27,576,955.0","4,014","388,633,506.31"
5376,05.01.2024,RBI,RE-PIE PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0.0,0.0,0,0.0
5377,05.01.2024,RBK,ALBARAKA PORTFÖY KATILIM FONU,4.254201,"18,396,307.0","1,117","78,261,584.76"
5378,05.01.2024,RBN,RE-PIE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.0,0.0,0,0.0
5379,05.01.2024,RBR,RE-PIE PORTFÖY BİRİNCİ KATILIM SERBEST FON,1.307601,"52,928,958.0",78,"69,209,958.26"
5380,05.01.2024,RBT,ALBARAKA PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,2.309944,"5,413,845.0",394,"12,505,679.03"
5381,05.01.2024,RBV,ALBARAKA PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,2.469589,"641,210,518.0","6,098","1,583,526,615.52"
5382,05.01.2024,RCL,ROTA PORTFÖY CELO SERBEST (DÖVİZ) ÖZEL FON,32.874115,"2,785,011.0",2,"91,554,772.77"
5383,05.01.2024,RCS,ROTA PORTFÖY CS SERBEST ÖZEL FON,3.518508,"43,806,908.0",1,"154,134,942.77"
5384,05.01.2024,RDF,ROTA PORTFÖY DOKUZUNCU HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.0,0.0,0,0.0
5385,05.01.2024,RDH,RE-PIE PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.0,0.0,0,0.0
5386,05.01.2024,RDK,ROTA PORTFÖY ESİN SERBEST ÖZEL FON,1.012758,"295,348,595.0",2,"299,116,632.32"
5387,05.01.2024,RDS,ROTA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,33.647215,"4,640,742.0",13,"156,148,042.93"
5388,05.01.2024,RHS,ROTA PORTFÖY HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),3.121167,"68,009,668.0","3,236","212,269,564.54"
5389,05.01.2024,RIH,RE-PIE PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.971565,"12,440,250.0",3,"12,086,509.52"
5390,05.01.2024,RIK,RE-PIE PORTFÖY İKİNCİ DEĞİŞKEN FON,1.932013,"181,214,426.0","3,238","350,108,628.56"
5391,05.01.2024,RJG,RE-PIE PORTFÖY ALTIN KATILIM FONU,1.063204,"24,315,798.0",185,"25,852,657.47"
5392,05.01.2024,RKL,AZİMUT PORTFÖY ALARKO YATIRIM BİRİNCİ SERBEST (TL) ÖZEL FON,1.422991,"485,288,708.0",1,"690,561,474.85"
5393,05.01.2024,RMA,ALLBATROSS PORTFÖY ARMADA SERBEST ÖZEL FON,0.968827,"4,977,848.0",1,"4,822,672.34"
5394,05.01.2024,ROB,ROTA PORTFÖY ONBİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.14144,"378,984,838.0",12,"432,588,372.97"
5395,05.01.2024,ROD,ROTA PORTFÖY ODEABANK BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,31.235175,"105,067,583.0","1,697","3,281,804,304.22"
5396,05.01.2024,ROF,ROTA PORTFÖY ONUNCU SERBEST FON,1.11811,"67,974,968.0",12,"76,003,461.2"
5397,05.01.2024,RPC,ROTA PORTFÖY İKLİM DEĞİŞİKLİĞİ ÇÖZÜMLERİ DEĞİŞKEN FON,2.108541,"9,854,015.0",530,"20,777,592.22"
5398,05.01.2024,RPD,RE-PIE PORTFÖY BİRİNCİ DEĞİŞKEN FON,5.002054,"57,054,110.0","3,346","285,387,742.26"
5399,05.01.2024,RPE,ROTA PORTFÖY EGE SERBEST ÖZEL FON,5.131095,"7,218,994.0",1,"37,041,345.74"
5400,05.01.2024,RPG,ROTA PORTFÖY ALTIN FONU,1.973728,"25,059,519.0","1,088","49,460,673.56"
5401,05.01.2024,RPK,ROTA PORTFÖY TGK KAR PAYI ÖDEYEN SERBEST (DÖVİZ) ÖZEL FON,34.318125,"2,709,524.0",5,"92,985,783.19"
5402,05.01.2024,RPM,ROTA PORTFÖY İLAÇ VE MEDİKAL TEKNOLOJİLERİ DEĞİŞKEN FON,1.916732,"16,294,371.0","2,781","31,231,936.65"
5403,05.01.2024,RPN,ROTA PORTFÖY NEV SERBEST FON,3.490769,"184,100,605.0",21,"642,652,643.56"
5404,05.01.2024,RPO,ROTA PORTFÖY FORTİS SERBEST (TL) ÖZEL FON,3.377174,"242,983,168.0",3,"820,596,380.29"
5405,05.01.2024,RPP,ROTA PORTFÖY PARA PİYASASI (TL) FONU,1.575612,"4,848,950,188.0","12,380","7,640,062,637.78"
5406,05.01.2024,RPS,ROTA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,33.904428,"9,547,256.0",120,"323,694,258.33"
5407,05.01.2024,RPT,ROTA PORTFÖY İKİNCİ SERBEST (TL) FON,1.635254,"205,963,458.0",80,"336,802,524.04"
5408,05.01.2024,RPU,ALBARAKA PORTFÖY ÜÇÜNCÜ KISA VADELİ KATILIM SERBEST (TL) FON,1.234855,"897,195,230.0",15,"1,107,905,886.03"
5409,05.01.2024,RPX,ROTA PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,35.218614,"1,317,329.0",22,"46,394,501.49"
5410,05.01.2024,RSF,ATA PORTFÖY ROYAL SERBEST (TL) FON,2.101356,"1,474,923.0",115,"3,099,338.3"
5411,05.01.2024,RSZ,ROTA PORTFÖY SEKİZİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.0,0.0,0,0.0
5412,05.01.2024,RTA,ROTA PORTFÖY ONİKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.774962,"629,288,380.0",15,"487,674,743.47"
5413,05.01.2024,RTG,ATA PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,2.093121,"162,284,538.0","7,244","339,681,197.49"
5414,05.01.2024,RTH,RE-PIE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),3.010843,"11,089,537.0",234,"33,388,856.37"
5415,05.01.2024,RTI,ALBARAKA PORTFÖY ALBARAKA TÜRK İKİNCİ KISA VADELİ KATILIM SERBEST (TL) FON,1.126956,"1,550,968,919.0",23,"1,747,873,205.3"
5416,05.01.2024,RTP,RE-PIE PORTFÖY BİRİNCİ SERBEST FON,3.698216,"10,449,354.0",220,"38,643,969.45"
5417,05.01.2024,RUH,RE-PIE PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.022393,"9,666,954.0",8,"9,883,430.69"
5418,05.01.2024,RYA,ALLBATROSS PORTFÖY ARYA HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),0.903081,"300,767,258.0",1,"271,617,272.87"
5419,05.01.2024,RYF,ROTA PORTFÖY YEDİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),1.94665,"210,705,765.0",57,"410,170,400.17"
5420,05.01.2024,RZR,ROTA PORTFÖY RZR SERBEST ÖZEL FON,2.360426,"58,214,075.0",2,"137,410,006.27"
5421,05.01.2024,SAM,AZİMUT PORTFÖY AMS SERBEST ÖZEL FON,0.0,0.0,0,0.0
5422,05.01.2024,SBI,STRATEJİ PORTFÖY BİRİNCİ SERBEST (TL) FON,1.873696,"8,088,216.0",22,"15,154,861.13"
5423,05.01.2024,SBS,STRATEJİ PORTFÖY BAŞAK SERBEST (DÖVİZ) ÖZEL FON,37.430087,"2,382,744.0",1,"89,186,314.52"
5424,05.01.2024,SER,AK PORTFÖY 2028 SERBEST (DÖVİZ) FON,29.662723,"2,066,415.0",17,"61,295,495.93"
5425,05.01.2024,SFA,STATECH PORTFÖY ALPHA SERBEST FON,3.542254,"96,166,950.0",16,"340,647,772.18"
5426,05.01.2024,SHE,TEB PORTFÖY ÖNCE KADIN DEĞİŞKEN FON,1.616011,"38,994,547.0",529,"63,015,609.64"
5427,05.01.2024,SHS,AZİMUT PORTFÖY SENTEZ HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),1.508717,"719,122,964.0",6,"1,084,953,266.62"
5428,05.01.2024,SJP,STRATEJİ PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,33.19185,"4,106,039.0",27,"136,287,030.72"
5429,05.01.2024,SKT,FİBA PORTFÖY ŞEKERBANK KISA VADELİ BORÇLANMA ARAÇLARI FONU,0.040452,"479,410,048.0","2,141","19,393,020.13"
5430,05.01.2024,SLF,FİBA PORTFÖY ŞEKERBANK PARA PİYASASI (TL) FONU,3.647925,"230,974,639.0","7,729","842,578,086.25"
5431,05.01.2024,SMP,İŞ PORTFÖY SOMPO SİGORTA KAR PAYI ÖDEYEN SERBEST (TL) ÖZEL FON,0.995441,"1,400,000,000.0",1,"1,393,617,607.61"
5432,05.01.2024,SPA,AZIMUT PORTFÖY 6.0 SERBEST (DÖVIZ) FON,34.611548,"56,305,361.0",426,"1,948,815,698.31"
5433,05.01.2024,SPD,AZIMUT PORTFÖY BEG SERBEST (DÖVIZ) ÖZEL FON,41.299194,"7,395,912.0",1,"305,445,200.96"
5434,05.01.2024,SPE,AZIMUT PORTFÖY 5.0 SERBEST (DÖVIZ) FON,49.968777,"10,253,177.0",245,"512,338,711.16"
5435,05.01.2024,SPG,AZİMUT PORTFÖY BEG SERBEST ÖZEL FON,0.0,0.0,0,0.0
5436,05.01.2024,SPN,AZIMUT PORTFÖY PİYASA NÖTR SERBEST FON,3.617111,"164,392,433.0",214,"594,625,727.59"
5437,05.01.2024,SRA,AZİMUT PORTFÖY ASERVA SERBEST ÖZEL FON,1.027181,"741,118,934.0",4,"761,263,130.57"
5438,05.01.2024,SRE,AZİMUT PORTFÖY SİRİUS SERBEST (DÖVİZ) ÖZEL FON,32.973196,"15,654,990.0",1,"516,195,051.3"
5439,05.01.2024,SRO,AZİMUT PORTFÖY SKY SERBEST ÖZEL FON,15.388112,"287,812,465.0",6,"4,428,890,572.84"
5440,05.01.2024,SRY,AZİMUT PORTFÖY SKY SERBEST (DÖVİZ) ÖZEL FON,0.0,0.0,0,0.0
5441,05.01.2024,SSE,ATLAS PORTFÖY HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.75352,"50,000.0",1,"37,676.0"
5442,05.01.2024,SSO,AK PORTFÖY AK SANDIK SERBEST ÖZEL FON,4.494233,"434,698,945.0",1,"1,953,638,133.19"
5443,05.01.2024,ST1,STRATEJİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),128.650678,"6,499,882.15","7,192","836,214,247.86"
5444,05.01.2024,STS,STRATEJİ PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,45.137214,"5,450,138.0",34,"246,004,045.0"
5445,05.01.2024,STZ,STRATEJİ PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),10.119445,"20,869,335.0",50,"211,186,090.75"
5446,05.01.2024,SUA,ÜNLÜ PORTFÖY BİRİNCİ DEĞİŞKEN FON,0.197338,"1,163,847,615.0",728,"229,671,412.82"
5447,05.01.2024,SUB,ÜNLÜ PORTFÖY İKİNCİ DEĞİŞKEN FON,0.18868,"431,475,396.0","1,384","81,410,811.98"
5448,05.01.2024,SUC,ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON,8.282601,"5,013,160.0",345,"41,522,003.31"
5449,05.01.2024,SVB,STRATEJİ PORTFÖY AGRESİF DEĞİŞKEN FON,3.423084,"11,049,358.0","1,278","37,822,877.88"
5450,05.01.2024,SVS,AZİMUT PORTFÖY SVS SERBEST ÖZEL FON,1.083136,"321,365,372.0",1,"348,082,357.55"
5451,05.01.2024,SYL,AZİMUT PORTFÖY SYH SERBEST ÖZEL FON,"2,680.56693","276,806.0",1,"741,997,009.63"
5452,05.01.2024,T3B,TERA PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN),1.007439,"9,296,823.0",29,"9,365,979.72"
5453,05.01.2024,TAO,TEB PORTFÖY ALARKO GRUBU DEĞİŞKEN ÖZEL FON,8.485882,"53,247,514.0",2,"451,852,127.31"
5454,05.01.2024,TAR,AK PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,1.53221,"59,391,954.0","8,653","91,000,970.59"
5455,05.01.2024,TAU,İŞ PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0.315633,"2,592,050,024.0","16,516","818,135,383.72"
5456,05.01.2024,TAZ,AZİMUT PORTFÖY TAF SERBEST ÖZEL FON,0.989502,"305,227,739.0",2,"302,023,415.06"
5457,05.01.2024,TB9,TEB PORTFÖY DOKUZUNCU SERBEST (DÖVİZ) FON,30.675219,"708,266,835.0","6,195","21,726,240,345.36"
5458,05.01.2024,TBE,TEB PORTFÖY SAĞLIK VE BİYOTEKNOLOJİ DEĞİŞKEN FON,1.564309,"24,744,973.0","1,238","38,708,777.36"
5459,05.01.2024,TBP,İŞ PORTFÖY PRİVİA BANKACILIK FON SEPETİ ÖZEL FONU,0.122298,"1,587,830,614.0",247,"194,188,752.25"
5460,05.01.2024,TBT,TEB PORTFÖY BORÇLANMA ARAÇLARI FONU,33.10739,"702,869.52","1,590","23,270,175.12"
5461,05.01.2024,TBV,İŞ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU,0.137841,"1,178,380,020.0","2,707","162,429,419.17"
5462,05.01.2024,TBZ,TEB PORTFÖY SEKİZİNCİ SERBEST (DÖVİZ) FON,33.381271,"8,899,184.0",71,"297,066,072.31"
5463,05.01.2024,TCA,ZİRAAT PORTFÖY ALTIN KATILIM FONU,0.264765,"15,025,073,055.06","25,397","3,978,118,055.71"
5464,05.01.2024,TCB,TACİRLER PORTFÖY PARA PİYASASI FONU,0.075612,"4,424,533,292.0","1,457","334,549,061.91"
5465,05.01.2024,TCC,TACİRLER PORTFÖY SERBEST ( DÖVİZ ) FON,0.04218,"7,688,183,490.0",37,"324,288,458.69"
5466,05.01.2024,TCD,TACİRLER PORTFÖY DEĞIŞKEN FON,25.132117,"96,442,124.0","34,590","2,423,794,700.73"
5467,05.01.2024,TCF,TEB PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,1.507291,"117,674,446.0",279,"177,369,623.36"
5468,05.01.2024,TCG,TEB PORTFÖY CEMAY SERBEST (DÖVİZ) ÖZEL FON,34.244518,"5,279,485.0",1,"180,793,419.01"
5469,05.01.2024,TCI,TACİRLER PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,3.648629,"150,687,357.0",15,"549,802,284.2"
5470,05.01.2024,TCS,TACİRLER PORTFÖY SİRİUS SERBEST FON,17.531451,"33,513,089.0",54,"587,533,090.98"
5471,05.01.2024,TDG,İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,0.302654,"2,499,822,841.0","2,632","756,580,559.56"
5472,05.01.2024,TDP,TEB PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,33.314775,"14,845,560.0",122,"494,576,495.62"
5473,05.01.2024,TE3,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,13.660053,"49,043,721.0","2,335","669,939,844.25"
5474,05.01.2024,TE4,TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON,2.461581,"111,417,743.0",492,"274,263,775.69"
5475,05.01.2024,TFE,AKTİF PORTFÖY TÜRKİYE FİNANS ALA BANKACILIK KATILIM ÖZEL FONU,1.076309,"58,671,153.0",186,"63,148,317.82"
5476,05.01.2024,TFF,TEB PORTFÖY AMERİKA TEKNOLOJİ YABANCI BYF FON SEPETİ FONU,15.782196,"34,395,459.0","12,281","542,835,884.87"
