Fon Kodu	Tarih	Attribute	Value
TZD	2024-02-04	Fonun Faiz İçeriği	
TZT	2024-02-04	Fon Alış Valörü	1.0
TZT	2024-02-04	Giriş Komisyonu	
TZT	2024-02-04	ISIN Kodu	TRYTCZB00040
TZT	2024-02-04	Çıkış Komisyonu	
TZT	2024-02-04	Fon Satış Valörü	1.0
TZT	2024-02-04	Max. Satış İşlem Miktarı	10.000.000.000
TZT	2024-02-04	Kodu	TZT
TZT	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
TZT	2024-02-04	Min. Alış İşlem Miktarı	500
TZT	2024-02-04	İşlem Başlangıç Saati	09:00
TZT	2024-02-04	Fonun Faiz İçeriği	
TZT	2024-02-04	Max. Alış İşlem Miktarı	10.000.000.000
TZT	2024-02-04	Min. Satış İşlem Miktarı	500
TZT	2024-02-04	Son İşlem Saati	17:45
TZT	2024-02-04	Fonun Risk Değeri	3
UJA	2024-02-04	İşlem Başlangıç Saati	09:00
UJA	2024-02-04	Max. Satış İşlem Miktarı	
UJA	2024-02-04	Giriş Komisyonu	
UJA	2024-02-04	Fonun Faiz İçeriği	
UJA	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
UJA	2024-02-04	Fon Alış Valörü	1.0
UJA	2024-02-04	Min. Satış İşlem Miktarı	1
UJA	2024-02-04	Kodu	UJA
UJA	2024-02-04	Fonun Risk Değeri	2
UJA	2024-02-04	Min. Alış İşlem Miktarı	1
UJA	2024-02-04	Çıkış Komisyonu	
UJA	2024-02-04	Son İşlem Saati	17:30
UJA	2024-02-04	Max. Alış İşlem Miktarı	
UJA	2024-02-04	Fon Satış Valörü	2.0
UJA	2024-02-04	ISIN Kodu	TRYUNPO00213
UP1	2024-02-04	Fon Satış Valörü	1.0
UP1	2024-02-04	Min. Satış İşlem Miktarı	1
UP1	2024-02-04	Kodu	UP1
UP1	2024-02-04	ISIN Kodu	TRYUNPO00312
UP1	2024-02-04	Fon Alış Valörü	1.0
UP1	2024-02-04	Fonun Faiz İçeriği	
UP1	2024-02-04	Giriş Komisyonu	
UP1	2024-02-04	Min. Alış İşlem Miktarı	1
UP1	2024-02-04	Çıkış Komisyonu	
UP1	2024-02-04	Fonun Risk Değeri	6
UP1	2024-02-04	Max. Alış İşlem Miktarı	
UP1	2024-02-04	İşlem Başlangıç Saati	09:00
UP1	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
UP1	2024-02-04	Max. Satış İşlem Miktarı	
UP1	2024-02-04	Son İşlem Saati	17:30
UP2	2024-02-04	ISIN Kodu	TRYUNPO00320
UP2	2024-02-04	Min. Alış İşlem Miktarı	1
UP2	2024-02-04	Fon Satış Valörü	1.0
UP2	2024-02-04	Fon Alış Valörü	1.0
UP2	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
UP2	2024-02-04	Fonun Risk Değeri	1
UP2	2024-02-04	Giriş Komisyonu	
UP2	2024-02-04	Kodu	UP2
UP2	2024-02-04	Son İşlem Saati	17:30
UP2	2024-02-04	Max. Alış İşlem Miktarı	
UP2	2024-02-04	Fonun Faiz İçeriği	
UP2	2024-02-04	Çıkış Komisyonu	
UP2	2024-02-04	Max. Satış İşlem Miktarı	
UP2	2024-02-04	Min. Satış İşlem Miktarı	1
UP2	2024-02-04	İşlem Başlangıç Saati	09:00
UPD	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
UPD	2024-02-04	Son İşlem Saati	17:30
UPD	2024-02-04	Max. Satış İşlem Miktarı	
UPD	2024-02-04	Min. Alış İşlem Miktarı	1
UPD	2024-02-04	ISIN Kodu	TRYUNPO00049
UPD	2024-02-04	Max. Alış İşlem Miktarı	
UPD	2024-02-04	Fon Satış Valörü	2.0
UPD	2024-02-04	İşlem Başlangıç Saati	09:00
UPD	2024-02-04	Fon Alış Valörü	1.0
UPD	2024-02-04	Fonun Risk Değeri	6
UPD	2024-02-04	Min. Satış İşlem Miktarı	1
UPD	2024-02-04	Kodu	UPD
UPD	2024-02-04	Fonun Faiz İçeriği	
UPD	2024-02-04	Giriş Komisyonu	
UPD	2024-02-04	Çıkış Komisyonu	
UPH	2024-02-04	İşlem Başlangıç Saati	09:00
UPH	2024-02-04	Son İşlem Saati	17:30
UPH	2024-02-04	Fon Alış Valörü	1.0
UPH	2024-02-04	Fon Satış Valörü	2.0
UPH	2024-02-04	Giriş Komisyonu	
UPH	2024-02-04	Kodu	UPH
UPH	2024-02-04	Min. Satış İşlem Miktarı	1
UPH	2024-02-04	ISIN Kodu	TRYUNPO00114
UPH	2024-02-04	Max. Satış İşlem Miktarı	
UPH	2024-02-04	Fonun Risk Değeri	6
UPH	2024-02-04	Max. Alış İşlem Miktarı	
UPH	2024-02-04	Min. Alış İşlem Miktarı	1
UPH	2024-02-04	Fonun Faiz İçeriği	
UPH	2024-02-04	Çıkış Komisyonu	
UPH	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
UPP	2024-02-04	ISIN Kodu	TRYUNPO00148
UPP	2024-02-04	Fonun Faiz İçeriği	
UPP	2024-02-04	Max. Satış İşlem Miktarı	
UPP	2024-02-04	Fonun Risk Değeri	1
UPP	2024-02-04	Min. Satış İşlem Miktarı	1
UPP	2024-02-04	Fon Satış Valörü	0.0
UPP	2024-02-04	Max. Alış İşlem Miktarı	
UPP	2024-02-04	Fon Alış Valörü	0.0
UPP	2024-02-04	Giriş Komisyonu	
UPP	2024-02-04	Min. Alış İşlem Miktarı	1
UPP	2024-02-04	İşlem Başlangıç Saati	09:00
UPP	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
UPP	2024-02-04	Kodu	UPP
UPP	2024-02-04	Son İşlem Saati	13:00
UPP	2024-02-04	Çıkış Komisyonu	
USY	2024-02-04	Max. Alış İşlem Miktarı	
USY	2024-02-04	Max. Satış İşlem Miktarı	
USY	2024-02-04	Giriş Komisyonu	
USY	2024-02-04	Çıkış Komisyonu	
USY	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
USY	2024-02-04	Fonun Risk Değeri	6
USY	2024-02-04	İşlem Başlangıç Saati	09:00
USY	2024-02-04	Min. Alış İşlem Miktarı	1
USY	2024-02-04	Fon Satış Valörü	3.0
USY	2024-02-04	Min. Satış İşlem Miktarı	1
USY	2024-02-04	ISIN Kodu	TRYDUUM00036
USY	2024-02-04	Fon Alış Valörü	1.0
USY	2024-02-04	Kodu	USY
USY	2024-02-04	Son İşlem Saati	17:00
USY	2024-02-04	Fonun Faiz İçeriği	
VAY	2024-02-04	Çıkış Komisyonu	
VAY	2024-02-04	Min. Alış İşlem Miktarı	1
VAY	2024-02-04	Min. Satış İşlem Miktarı	1
VAY	2024-02-04	Son İşlem Saati	17:45
VAY	2024-02-04	Kodu	VAY
VAY	2024-02-04	Max. Alış İşlem Miktarı	99.000.000.000
VAY	2024-02-04	Fon Alış Valörü	1.0
VAY	2024-02-04	ISIN Kodu	TRYAKPO01581
VAY	2024-02-04	Fonun Risk Değeri	6
VAY	2024-02-04	Fonun Faiz İçeriği	
VAY	2024-02-04	Fon Satış Valörü	2.0
VAY	2024-02-04	Max. Satış İşlem Miktarı	99.000.000.000
VAY	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
VAY	2024-02-04	İşlem Başlangıç Saati	09:00
VAY	2024-02-04	Giriş Komisyonu	
VCY	2024-02-04	Son İşlem Saati	17:45
VCY	2024-02-04	Kodu	VCY
VCY	2024-02-04	Max. Satış İşlem Miktarı	90.000.000.000
VCY	2024-02-04	Min. Satış İşlem Miktarı	1
VCY	2024-02-04	ISIN Kodu	TRYAKPO01185
VCY	2024-02-04	Giriş Komisyonu	
VCY	2024-02-04	Min. Alış İşlem Miktarı	1
VCY	2024-02-04	Fonun Risk Değeri	6
VCY	2024-02-04	Fonun Faiz İçeriği	
VCY	2024-02-04	İşlem Başlangıç Saati	09:00
VCY	2024-02-04	Fon Alış Valörü	1.0
VCY	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
VCY	2024-02-04	Çıkış Komisyonu	
VCY	2024-02-04	Fon Satış Valörü	3.0
VCY	2024-02-04	Max. Alış İşlem Miktarı	90.000.000.000
VFK	2024-02-04	Max. Alış İşlem Miktarı	10.000.000.000
VFK	2024-02-04	Fon Alış Valörü	0.0
VFK	2024-02-04	ISIN Kodu	TRYZIPO00170
VFK	2024-02-04	Giriş Komisyonu	
VFK	2024-02-04	Min. Satış İşlem Miktarı	1
VFK	2024-02-04	Kodu	VFK
VFK	2024-02-04	Çıkış Komisyonu	
VFK	2024-02-04	Max. Satış İşlem Miktarı	10.000.000.000
VFK	2024-02-04	İşlem Başlangıç Saati	09:00
VFK	2024-02-04	Fonun Faiz İçeriği	
VFK	2024-02-04	Son İşlem Saati	13:30
VFK	2024-02-04	Min. Alış İşlem Miktarı	1
VFK	2024-02-04	Fon Satış Valörü	0.0
VFK	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
VFK	2024-02-04	Fonun Risk Değeri	1
YAC	2024-02-04	Giriş Komisyonu	
YAC	2024-02-04	Min. Satış İşlem Miktarı	1
YAC	2024-02-04	Kodu	YAC
YAC	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YAC	2024-02-04	Fonun Risk Değeri	5
YAC	2024-02-04	Çıkış Komisyonu	
YAC	2024-02-04	Son İşlem Saati	17:45
YAC	2024-02-04	Min. Alış İşlem Miktarı	1
YAC	2024-02-04	ISIN Kodu	TRYYAPO00071
YAC	2024-02-04	İşlem Başlangıç Saati	09:00
YAC	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YAC	2024-02-04	Fon Satış Valörü	3.0
YAC	2024-02-04	Fonun Faiz İçeriği	
YAC	2024-02-04	Fon Alış Valörü	1.0
YAC	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YAK	2024-02-04	Min. Alış İşlem Miktarı	1
YAK	2024-02-04	İşlem Başlangıç Saati	09:00
YAK	2024-02-04	Çıkış Komisyonu	
YAK	2024-02-04	ISIN Kodu	TRMYAKWWWWW7
YAK	2024-02-04	Min. Satış İşlem Miktarı	1
YAK	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YAK	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YAK	2024-02-04	Kodu	YAK
YAK	2024-02-04	Giriş Komisyonu	
YAK	2024-02-04	Fon Alış Valörü	1.0
YAK	2024-02-04	Fon Satış Valörü	2.0
YAK	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YAK	2024-02-04	Son İşlem Saati	17:45
YAK	2024-02-04	Fonun Risk Değeri	6
YAK	2024-02-04	Fonun Faiz İçeriği	
YAN	2024-02-04	Fon Alış Valörü	1.0
YAN	2024-02-04	Fonun Faiz İçeriği	
YAN	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YAN	2024-02-04	Kodu	YAN
YAN	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YAN	2024-02-04	Min. Satış İşlem Miktarı	1
YAN	2024-02-04	Fon Satış Valörü	3.0
YAN	2024-02-04	Giriş Komisyonu	
YAN	2024-02-04	Çıkış Komisyonu	
YAN	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YAN	2024-02-04	Son İşlem Saati	17:45
YAN	2024-02-04	Min. Alış İşlem Miktarı	1
YAN	2024-02-04	ISIN Kodu	TRYYAPO00063
YAN	2024-02-04	İşlem Başlangıç Saati	09:00
YAN	2024-02-04	Fonun Risk Değeri	6
YAS	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YAS	2024-02-04	Fonun Faiz İçeriği	
YAS	2024-02-04	ISIN Kodu	TRMKAKWWWWW6
YAS	2024-02-04	Son İşlem Saati	17:45
YAS	2024-02-04	Kodu	YAS
YAS	2024-02-04	Çıkış Komisyonu	
YAS	2024-02-04	Fonun Risk Değeri	7
YAS	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YAS	2024-02-04	Min. Alış İşlem Miktarı	1
YAS	2024-02-04	Giriş Komisyonu	
YAS	2024-02-04	Fon Alış Valörü	1.0
YAS	2024-02-04	Fon Satış Valörü	2.0
YAS	2024-02-04	Min. Satış İşlem Miktarı	1
YAS	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YAS	2024-02-04	İşlem Başlangıç Saati	09:00
YAY	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YAY	2024-02-04	Son İşlem Saati	17:45
YAY	2024-02-04	Kodu	YAY
YAY	2024-02-04	Fon Satış Valörü	3.0
YAY	2024-02-04	Min. Satış İşlem Miktarı	1
YAY	2024-02-04	Fonun Risk Değeri	7
YAY	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YAY	2024-02-04	Çıkış Komisyonu	
YAY	2024-02-04	ISIN Kodu	TRMYK9WWWWW2
YAY	2024-02-04	Fonun Faiz İçeriği	
YAY	2024-02-04	Fon Alış Valörü	1.0
YAY	2024-02-04	Giriş Komisyonu	
YAY	2024-02-04	İşlem Başlangıç Saati	09:00
YAY	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YAY	2024-02-04	Min. Alış İşlem Miktarı	1
YBE	2024-02-04	Son İşlem Saati	17:45
YBE	2024-02-04	ISIN Kodu	TRMKHYWWWWW2
YBE	2024-02-04	Çıkış Komisyonu	
YBE	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YBE	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YBE	2024-02-04	Giriş Komisyonu	
YBE	2024-02-04	Min. Satış İşlem Miktarı	1
YBE	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YBE	2024-02-04	Min. Alış İşlem Miktarı	1
YBE	2024-02-04	Fon Satış Valörü	3.0
YBE	2024-02-04	Kodu	YBE
YBE	2024-02-04	Fon Alış Valörü	1.0
YBE	2024-02-04	İşlem Başlangıç Saati	09:00
YBE	2024-02-04	Fonun Faiz İçeriği	
YBE	2024-02-04	Fonun Risk Değeri	6
YBS	2024-02-04	Kodu	YBS
YBS	2024-02-04	ISIN Kodu	TRYYKBK00409
YBS	2024-02-04	Fon Alış Valörü	1.0
YBS	2024-02-04	Min. Satış İşlem Miktarı	1
YBS	2024-02-04	Fonun Risk Değeri	2
YBS	2024-02-04	Min. Alış İşlem Miktarı	1
YBS	2024-02-04	Son İşlem Saati	17:45
YBS	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YBS	2024-02-04	Fon Satış Valörü	1.0
YBS	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YBS	2024-02-04	İşlem Başlangıç Saati	09:00
YBS	2024-02-04	Giriş Komisyonu	
YBS	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YBS	2024-02-04	Fonun Faiz İçeriği	
YBS	2024-02-04	Çıkış Komisyonu	
YCP	2024-02-04	ISIN Kodu	TRYYAPO00436
YCP	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YCP	2024-02-04	Kodu	YCP
YCP	2024-02-04	Min. Satış İşlem Miktarı	1
YCP	2024-02-04	Min. Alış İşlem Miktarı	1
YCP	2024-02-04	Giriş Komisyonu	
YCP	2024-02-04	Son İşlem Saati	17:45
YCP	2024-02-04	Fon Satış Valörü	2.0
YCP	2024-02-04	İşlem Başlangıç Saati	09:00
YCP	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YCP	2024-02-04	Fonun Faiz İçeriği	
YCP	2024-02-04	Çıkış Komisyonu	
YCP	2024-02-04	Fonun Risk Değeri	7
YCP	2024-02-04	Fon Alış Valörü	1.0
YCP	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YCY	2024-02-04	Fon Alış Valörü	1.0
YCY	2024-02-04	Fonun Risk Değeri	
YCY	2024-02-04	ISIN Kodu	TRYISTP00182
YCY	2024-02-04	Fon Satış Valörü	1.0
YCY	2024-02-04	İşlem Başlangıç Saati	09:00
YCY	2024-02-04	Çıkış Komisyonu	
YCY	2024-02-04	Fonun Faiz İçeriği	
YCY	2024-02-04	Min. Satış İşlem Miktarı	1
YCY	2024-02-04	Max. Satış İşlem Miktarı	
YCY	2024-02-04	Giriş Komisyonu	
YCY	2024-02-04	Kodu	YCY
YCY	2024-02-04	Max. Alış İşlem Miktarı	
YCY	2024-02-04	Son İşlem Saati	17:30
YCY	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YCY	2024-02-04	Min. Alış İşlem Miktarı	1
YDI	2024-02-04	Son İşlem Saati	17:45
YDI	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YDI	2024-02-04	Fonun Faiz İçeriği	
YDI	2024-02-04	Min. Alış İşlem Miktarı	1
YDI	2024-02-04	Kodu	YDI
YDI	2024-02-04	ISIN Kodu	TRYYKBK00458
YDI	2024-02-04	Min. Satış İşlem Miktarı	1
YDI	2024-02-04	Çıkış Komisyonu	
YDI	2024-02-04	Fon Satış Valörü	2.0
YDI	2024-02-04	İşlem Başlangıç Saati	09:00
YDI	2024-02-04	Fon Alış Valörü	1.0
YDI	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YDI	2024-02-04	Fonun Risk Değeri	7
YDI	2024-02-04	Giriş Komisyonu	
YDI	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YEF	2024-02-04	Fonun Risk Değeri	7
YEF	2024-02-04	Giriş Komisyonu	
YEF	2024-02-04	Min. Satış İşlem Miktarı	1
YEF	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YEF	2024-02-04	Son İşlem Saati	17:45
YEF	2024-02-04	ISIN Kodu	TRMYEFWWWWW9
YEF	2024-02-04	İşlem Başlangıç Saati	09:00
YEF	2024-02-04	Min. Alış İşlem Miktarı	1
YEF	2024-02-04	Fon Satış Valörü	2.0
YEF	2024-02-04	Fon Alış Valörü	1.0
YEF	2024-02-04	Kodu	YEF
YEF	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YEF	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YEF	2024-02-04	Çıkış Komisyonu	
YEF	2024-02-04	Fonun Faiz İçeriği	
YFV	2024-02-04	Son İşlem Saati	17:45
YFV	2024-02-04	Çıkış Komisyonu	
YFV	2024-02-04	Giriş Komisyonu	
YFV	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YFV	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YFV	2024-02-04	Fon Alış Valörü	1.0
YFV	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YFV	2024-02-04	Fonun Faiz İçeriği	
YFV	2024-02-04	İşlem Başlangıç Saati	09:00
YFV	2024-02-04	Kodu	YFV
YFV	2024-02-04	Min. Alış İşlem Miktarı	1
YFV	2024-02-04	ISIN Kodu	TRYYKBK00607
YFV	2024-02-04	Fon Satış Valörü	1.0
YFV	2024-02-04	Min. Satış İşlem Miktarı	1
YFV	2024-02-04	Fonun Risk Değeri	2
YGM	2024-02-04	Çıkış Komisyonu	
YGM	2024-02-04	Fonun Risk Değeri	7
YGM	2024-02-04	Son İşlem Saati	17:45
YGM	2024-02-04	Min. Alış İşlem Miktarı	1
YGM	2024-02-04	Fon Alış Valörü	1.0
YGM	2024-02-04	Fon Satış Valörü	3.0
YGM	2024-02-04	Kodu	YGM
YGM	2024-02-04	Min. Satış İşlem Miktarı	1
YGM	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YGM	2024-02-04	ISIN Kodu	TRYYAPO00469
YGM	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YGM	2024-02-04	İşlem Başlangıç Saati	09:00
YGM	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YGM	2024-02-04	Fonun Faiz İçeriği	
YGM	2024-02-04	Giriş Komisyonu	
YHB	2024-02-04	Fon Alış Valörü	1.0
YHB	2024-02-04	Giriş Komisyonu	
YHB	2024-02-04	Fonun Risk Değeri	7
YHB	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YHB	2024-02-04	Fonun Faiz İçeriği	
YHB	2024-02-04	Çıkış Komisyonu	
YHB	2024-02-04	Fon Satış Valörü	2.0
YHB	2024-02-04	Kodu	YHB
YHB	2024-02-04	Son İşlem Saati	17:45
YHB	2024-02-04	İşlem Başlangıç Saati	09:00
YHB	2024-02-04	ISIN Kodu	TRYYAPO00782
YHB	2024-02-04	Min. Satış İşlem Miktarı	1
YHB	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YHB	2024-02-04	Min. Alış İşlem Miktarı	1
YHB	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YHS	2024-02-04	Min. Alış İşlem Miktarı	1
YHS	2024-02-04	Son İşlem Saati	17:45
YHS	2024-02-04	Fonun Faiz İçeriği	
YHS	2024-02-04	Çıkış Komisyonu	
YHS	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YHS	2024-02-04	Fonun Risk Değeri	7
YHS	2024-02-04	Fon Alış Valörü	1.0
YHS	2024-02-04	ISIN Kodu	TRMKC5WWWWW6
YHS	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YHS	2024-02-04	Min. Satış İşlem Miktarı	1
YHS	2024-02-04	İşlem Başlangıç Saati	09:00
YHS	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YHS	2024-02-04	Giriş Komisyonu	
YHS	2024-02-04	Kodu	YHS
YHS	2024-02-04	Fon Satış Valörü	2.0
YHZ	2024-02-04	Min. Alış İşlem Miktarı	1
YHZ	2024-02-04	Fon Alış Valörü	1.0
YHZ	2024-02-04	Giriş Komisyonu	
YHZ	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YHZ	2024-02-04	Çıkış Komisyonu	
YHZ	2024-02-04	Fonun Risk Değeri	7
YHZ	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YHZ	2024-02-04	Kodu	YHZ
YHZ	2024-02-04	ISIN Kodu	TRYYAPO00279
YHZ	2024-02-04	İşlem Başlangıç Saati	09:00
YHZ	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YHZ	2024-02-04	Min. Satış İşlem Miktarı	1
YHZ	2024-02-04	Son İşlem Saati	17:45
YHZ	2024-02-04	Fon Satış Valörü	2.0
YHZ	2024-02-04	Fonun Faiz İçeriği	
YJH	2024-02-04	Son İşlem Saati	17:45
YJH	2024-02-04	Giriş Komisyonu	
YJH	2024-02-04	Fonun Faiz İçeriği	
YJH	2024-02-04	Min. Alış İşlem Miktarı	1
YJH	2024-02-04	Fon Alış Valörü	1.0
YJH	2024-02-04	Fonun Risk Değeri	7
YJH	2024-02-04	Min. Satış İşlem Miktarı	1
YJH	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YJH	2024-02-04	ISIN Kodu	TRYYAPO00345
YJH	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YJH	2024-02-04	Fon Satış Valörü	3.0
YJH	2024-02-04	İşlem Başlangıç Saati	09:00
YJH	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YJH	2024-02-04	Çıkış Komisyonu	
YJH	2024-02-04	Kodu	YJH
YJK	2024-02-04	Kodu	YJK
YJK	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YJK	2024-02-04	Giriş Komisyonu	
YJK	2024-02-04	Son İşlem Saati	17:45
YJK	2024-02-04	Min. Satış İşlem Miktarı	1
YJK	2024-02-04	Min. Alış İşlem Miktarı	1
YJK	2024-02-04	Fonun Risk Değeri	6
YJK	2024-02-04	Çıkış Komisyonu	
YJK	2024-02-04	Fon Satış Valörü	3.0
YJK	2024-02-04	Fonun Faiz İçeriği	
YJK	2024-02-04	ISIN Kodu	TRYYAPO00337
YJK	2024-02-04	Fon Alış Valörü	1.0
YJK	2024-02-04	İşlem Başlangıç Saati	09:00
YJK	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YJK	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YJY	2024-02-04	Son İşlem Saati	17:45
YJY	2024-02-04	Fonun Faiz İçeriği	
YJY	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YJY	2024-02-04	ISIN Kodu	TRYYAPO00311
YJY	2024-02-04	Fon Alış Valörü	1.0
YJY	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YJY	2024-02-04	Çıkış Komisyonu	
YJY	2024-02-04	Fon Satış Valörü	3.0
YJY	2024-02-04	Min. Alış İşlem Miktarı	10.000
YJY	2024-02-04	İşlem Başlangıç Saati	09:00
YJY	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YJY	2024-02-04	Fonun Risk Değeri	
YJY	2024-02-04	Giriş Komisyonu	
YJY	2024-02-04	Kodu	YJY
YJY	2024-02-04	Min. Satış İşlem Miktarı	1
YKS	2024-02-04	Son İşlem Saati	17:45
YKS	2024-02-04	Fonun Faiz İçeriği	
YKS	2024-02-04	Min. Alış İşlem Miktarı	1
YKS	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YKS	2024-02-04	Fonun Risk Değeri	7
YKS	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YKS	2024-02-04	Giriş Komisyonu	
YKS	2024-02-04	Kodu	YKS
YKS	2024-02-04	İşlem Başlangıç Saati	09:00
YKS	2024-02-04	Min. Satış İşlem Miktarı	1
YKS	2024-02-04	ISIN Kodu	TRYYKBK00060
YKS	2024-02-04	Fon Satış Valörü	3.0
YKS	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YKS	2024-02-04	Fon Alış Valörü	1.0
YKS	2024-02-04	Çıkış Komisyonu	
YKT	2024-02-04	Max. Alış İşlem Miktarı	999.999.999.999.999
YKT	2024-02-04	Min. Satış İşlem Miktarı	1
YKT	2024-02-04	İşlem Başlangıç Saati	09:00
YKT	2024-02-04	Çıkış Komisyonu	
YKT	2024-02-04	Fon Satış Valörü	1.0
YKT	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YKT	2024-02-04	Fonun Risk Değeri	7
YKT	2024-02-04	Son İşlem Saati	17:45
YKT	2024-02-04	Min. Alış İşlem Miktarı	1
YKT	2024-02-04	Fon Alış Valörü	1.0
YKT	2024-02-04	Giriş Komisyonu	
YKT	2024-02-04	ISIN Kodu	TRYYKBK00110
YKT	2024-02-04	Fonun Faiz İçeriği	
YKT	2024-02-04	Max. Satış İşlem Miktarı	999.999.999.999.999
YKT	2024-02-04	Kodu	YKT
YLC	2024-02-04	Giriş Komisyonu	
YLC	2024-02-04	Fonun Faiz İçeriği	
YLC	2024-02-04	Son İşlem Saati	17:30
YLC	2024-02-04	İşlem Başlangıç Saati	09:00
YLC	2024-02-04	ISIN Kodu	TRYATAP00104
YLC	2024-02-04	Çıkış Komisyonu	
YLC	2024-02-04	Kodu	YLC
YLC	2024-02-04	Fon Satış Valörü	3.0
YLC	2024-02-04	Min. Satış İşlem Miktarı	10
YLC	2024-02-04	Platform İşlem Durumu	TEFAS'ta işlem görüyor
YLC	2024-02-04	Fonun Risk Değeri	6
YLC	2024-02-04	Max. Satış İşlem Miktarı	
YLC	2024-02-04	Max. Alış İşlem Miktarı	
YLC	2024-02-04	Fon Alış Valörü	1.0
YLC	2024-02-04	Min. Alış İşlem Miktarı	10
YLE	2024-02-04	Son İşlem Saati	17:45
YLE	2024-02-04	İşlem Başlangıç Saati	09:00
YLE	2024-02-04	Fonun Risk Değeri	7
