"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"23.01.2024","1.969,874","1.966,722","1.983,399","1.966,446","","0,17%"
"22.01.2024","1.966,523","1.969,516","1.973,866","1.962,361","","-0,16%"
"21.01.2024","1.969,637","1.971,902","1.972,172","1.969,287","","0,00%"
"19.01.2024","1.969,589","1.962,068","1.979,510","1.959,537","","0,37%"
"18.01.2024","1.962,243","1.947,682","1.963,208","1.944,090","","0,74%"
"17.01.2024","1.947,772","1.964,168","1.968,546","1.939,287","","-0,84%"
"16.01.2024","1.964,239","1.987,391","1.998,388","1.958,234","","-1,17%"
"15.01.2024","1.987,480","1.980,617","1.992,200","1.979,186","","0,35%"
"14.01.2024","1.980,533","1.981,991","1.982,373","1.979,627","","-0,15%"
"12.01.2024","1.983,503","1.967,511","1.995,155","1.962,636","","0,82%"
"11.01.2024","1.967,421","1.945,602","1.968,102","1.939,488","","1,12%"
"10.01.2024","1.945,685","1.956,678","1.965,292","1.942,516","","-0,57%"
"09.01.2024","1.956,862","1.952,532","1.963,579","1.949,580","","0,15%"
"08.01.2024","1.953,952","1.965,051","1.969,610","1.939,149","","-0,42%"
"07.01.2024","1.962,248","1.960,380","1.964,829","1.960,380","","0,15%"
"05.01.2024","1.959,263","1.961,387","1.980,051","1.942,794","","-0,13%"
"04.01.2024","1.961,894","1.956,863","1.963,835","1.948,392","","0,26%"
"03.01.2024","1.956,835","1.971,546","1.981,116","1.943,100","","-0,67%"
"02.01.2024","1.969,953","1.959,037","1.984,646","1.959,037","","0,44%"
"01.01.2024","1.961,231","1.954,960","1.967,001","1.949,578","","0,32%"
"31.12.2023","1.954,960","1.954,960","1.954,960","1.954,960","","0,75%"
"29.12.2023","1.940,317","1.960,943","1.972,299","1.937,149","","-1,05%"
"28.12.2023","1.960,834","1.965,831","1.975,423","1.954,199","","-0,21%"
"27.12.2023","1.964,872","1.947,211","1.970,050","1.941,604","","0,91%"
"26.12.2023","1.947,211","1.933,035","1.951,672","1.931,988","","0,56%"
"25.12.2023","1.936,275","1.931,659","1.943,900","1.914,562","","0,24%"
"24.12.2023","1.931,659","1.928,861","1.932,610","1.928,861","","0,14%"
"22.12.2023","1.929,026","1.928,675","1.945,008","1.919,804","","0,31%"
"21.12.2023","1.923,005","1.903,329","1.925,567","1.903,329","","1,03%"
"20.12.2023","1.903,358","1.908,865","1.912,927","1.899,322","","-0,30%"
"19.12.2023","1.909,085","1.893,954","1.914,566","1.889,101","","0,78%"
"18.12.2023","1.894,348","1.877,001","1.900,020","1.876,508","","0,86%"
"17.12.2023","1.878,262","1.883,683","1.883,702","1.870,206","","-0,22%"
"15.12.2023","1.882,479","1.900,672","1.909,905","1.879,711","","-0,78%"
"14.12.2023","1.897,200","1.894,878","1.907,722","1.890,072","","0,12%"
"13.12.2023","1.894,878","1.850,362","1.895,128","1.843,101","","2,40%"
"12.12.2023","1.850,418","1.846,639","1.863,805","1.842,851","","0,20%"
"11.12.2023","1.846,674","1.868,260","1.870,905","1.842,389","","-1,16%"
"10.12.2023","1.868,275","1.865,659","1.868,903","1.864,943","","0,05%"
"08.12.2023","1.867,287","1.885,558","1.893,865","1.858,385","","-0,97%"
"07.12.2023","1.885,500","1.884,719","1.897,762","1.878,951","","0,05%"
"06.12.2023","1.884,629","1.877,190","1.893,936","1.876,953","","0,40%"
"05.12.2023","1.877,067","1.896,591","1.897,751","1.869,566","","-0,73%"
"04.12.2023","1.890,908","1.968,455","1.969,809","1.878,618","","-3,96%"
"03.12.2023","1.968,960","1.926,588","1.992,603","1.924,380","","2,31%"
"01.12.2023","1.924,508","1.898,678","1.927,873","1.890,876","","1,56%"
"30.11.2023","1.894,998","1.902,778","1.905,035","1.883,787","","-0,42%"
"29.11.2023","1.902,965","1.900,587","1.907,229","1.890,443","","0,09%"
"28.11.2023","1.901,201","1.873,236","1.901,201","1.870,008","","1,48%"
"27.11.2023","1.873,395","1.861,452","1.873,863","1.859,901","","0,77%"
"26.11.2023","1.859,051","1.858,715","1.859,402","1.857,309","","0,05%"
"24.11.2023","1.858,175","1.854,473","1.859,532","1.844,561","","0,51%"
"23.11.2023","1.848,809","1.845,690","1.854,507","1.839,939","","0,17%"
"22.11.2023","1.845,580","1.851,764","1.858,318","1.842,295","","-0,31%"
"21.11.2023","1.851,398","1.833,722","1.858,537","1.833,494","","0,96%"
"20.11.2023","1.833,715","1.821,931","1.833,715","1.817,862","","0,57%"
"19.11.2023","1.823,330","1.826,998","1.828,419","1.823,330","","-0,22%"
"17.11.2023","1.827,360","1.830,244","1.840,464","1.823,739","","-0,13%"
"16.11.2023","1.829,710","1.807,981","1.832,027","1.804,638","","1,21%"
"15.11.2023","1.807,860","1.809,534","1.820,147","1.803,090","","0,04%"
"14.11.2023","1.807,203","1.790,856","1.813,414","1.788,466","","0,93%"
"13.11.2023","1.790,593","1.779,396","1.791,874","1.775,574","","0,57%"
"12.11.2023","1.780,460","1.775,739","1.782,199","1.772,478","","0,05%"
"10.11.2023","1.779,610","1.798,077","1.800,173","1.774,521","","-0,96%"
"09.11.2023","1.796,875","1.789,385","1.799,117","1.781,163","","0,44%"
"08.11.2023","1.789,056","1.804,769","1.806,631","1.782,579","","-0,84%"
"07.11.2023","1.804,195","1.808,570","1.817,518","1.793,166","","-0,23%"
"06.11.2023","1.808,337","1.816,900","1.821,736","1.807,620","","-0,48%"
"05.11.2023","1.816,982","1.810,449","1.820,648","1.810,449","","-0,10%"
"03.11.2023","1.818,782","1.814,164","1.830,338","1.808,937","","0,26%"
"02.11.2023","1.813,976","1.808,247","1.822,305","1.802,184","","0,32%"
"01.11.2023","1.808,220","1.805,505","1.814,389","1.793,918","","0,16%"
"31.10.2023","1.805,389","1.813,716","1.826,374","1.801,149","","-0,46%"
"30.10.2023","1.813,688","1.820,866","1.824,486","1.805,952","","-0,40%"
"29.10.2023","1.820,943","1.820,966","1.821,713","1.816,442","","0,15%"
"27.10.2023","1.818,242","1.797,443","1.823,581","1.791,150","","1,16%"
"26.10.2023","1.797,460","1.794,984","1.804,095","1.785,858","","0,14%"
"25.10.2023","1.794,868","1.785,130","1.808,924","1.776,481","","0,55%"
"24.10.2023","1.784,990","1.782,412","1.789,720","1.765,267","","0,15%"
"23.10.2023","1.782,354","1.778,372","1.790,045","1.772,136","","0,22%"
"22.10.2023","1.778,425","1.784,657","1.785,640","1.776,149","","-0,26%"
"20.10.2023","1.783,104","1.781,960","1.798,111","1.775,633","","0,06%"
"19.10.2023","1.781,947","1.759,303","1.790,706","1.751,617","","1,29%"
"18.10.2023","1.759,212","1.730,731","1.767,282","1.730,563","","1,65%"
"17.10.2023","1.730,611","1.720,283","1.747,204","1.713,845","","0,60%"
"16.10.2023","1.720,283","1.715,381","1.728,892","1.710,383","","0,26%"
"15.10.2023","1.715,797","1.728,325","1.728,325","1.710,360","","-0,67%"
"13.10.2023","1.727,380","1.673,661","1.729,852","1.670,139","","3,11%"
"12.10.2023","1.675,346","1.671,653","1.681,278","1.666,616","","0,22%"
"11.10.2023","1.671,653","1.658,528","1.677,749","1.656,941","","0,79%"
"10.10.2023","1.658,470","1.660,696","1.665,711","1.651,918","","-0,11%"
"09.10.2023","1.660,238","1.646,276","1.660,494","1.642,657","","0,85%"
"08.10.2023","1.646,219","1.629,733","1.650,424","1.629,733","","1,17%"
"06.10.2023","1.627,162","1.615,372","1.630,086","1.607,864","","0,72%"
"05.10.2023","1.615,474","1.615,567","1.621,292","1.607,082","","0,03%"
"04.10.2023","1.615,035","1.614,880","1.621,672","1.595,975","","0,02%"
"03.10.2023","1.614,738","1.614,644","1.620,409","1.605,777","","0,19%"
"02.10.2023","1.611,734","1.632,901","1.637,271","1.607,974","","-1,34%"
"01.10.2023","1.633,563","1.630,008","1.635,430","1.629,159","","0,27%"
"29.09.2023","1.629,160","1.648,292","1.656,707","1.627,501","","-1,16%"
"28.09.2023","1.648,241","1.650,482","1.657,103","1.637,553","","-0,13%"
"27.09.2023","1.650,370","1.672,065","1.672,883","1.642,432","","-1,29%"
"26.09.2023","1.672,007","1.677,356","1.678,131","1.664,351","","-0,32%"
"25.09.2023","1.677,432","1.682,904","1.685,436","1.675,561","","-0,32%"
"24.09.2023","1.682,880","1.682,147","1.683,226","1.681,953","","0,05%"
"22.09.2023","1.682,093","1.675,409","1.684,814","1.675,298","","0,40%"
"21.09.2023","1.675,392","1.676,204","1.679,707","1.668,546","","-0,05%"
"20.09.2023","1.676,204","1.678,246","1.692,079","1.657,545","","-0,12%"
"19.09.2023","1.678,286","1.678,823","1.683,885","1.675,592","","-0,03%"
"18.09.2023","1.678,803","1.666,963","1.685,618","1.664,191","","0,71%"
"17.09.2023","1.666,910","1.669,938","1.675,055","1.654,052","","-0,14%"
"15.09.2023","1.669,201","1.655,222","1.674,639","1.655,108","","0,85%"
"14.09.2023","1.655,096","1.650,703","1.657,602","1.647,159","","0,28%"
"13.09.2023","1.650,486","1.656,186","1.659,065","1.649,938","","-0,34%"
"12.09.2023","1.656,078","1.661,558","1.663,969","1.649,226","","-0,34%"
"11.09.2023","1.661,659","1.654,442","1.669,573","1.653,372","","0,46%"
"10.09.2023","1.654,121","1.656,847","1.670,064","1.641,026","","-0,16%"
"08.09.2023","1.656,834","1.657,945","1.668,852","1.655,147","","-0,13%"
"07.09.2023","1.658,970","1.654,054","1.666,886","1.650,130","","0,44%"
"06.09.2023","1.651,746","1.659,063","1.666,857","1.650,849","","-0,41%"
"05.09.2023","1.658,510","1.668,274","1.670,430","1.657,319","","-0,59%"
"04.09.2023","1.668,274","1.658,719","1.674,300","1.658,265","","0,58%"
"03.09.2023","1.658,731","1.667,261","1.667,268","1.654,995","","-0,47%"
"01.09.2023","1.666,543","1.665,583","1.677,675","1.661,847","","0,09%"
"31.08.2023","1.665,030","1.668,486","1.677,559","1.661,891","","-0,22%"
"30.08.2023","1.668,751","1.652,733","1.674,198","1.648,456","","0,90%"
"29.08.2023","1.653,842","1.625,410","1.658,312","1.584,032","","1,75%"
"28.08.2023","1.625,413","1.622,744","1.644,974","1.622,537","","0,15%"
"27.08.2023","1.622,928","1.634,754","1.653,722","1.592,934","","-0,72%"
"25.08.2023","1.634,709","1.595,399","1.640,180","1.590,233","","2,43%"
"24.08.2023","1.595,951","1.679,950","1.682,562","1.556,781","","-4,85%"
"23.08.2023","1.677,301","1.661,499","1.679,498","1.660,859","","0,96%"
"22.08.2023","1.661,275","1.658,084","1.665,239","1.652,718","","0,25%"
"21.08.2023","1.657,146","1.648,772","1.663,269","1.645,065","","0,50%"
"20.08.2023","1.648,854","1.646,699","1.648,854","1.645,516","","0,14%"
"18.08.2023","1.646,544","1.649,572","1.659,353","1.644,856","","-0,20%"
"17.08.2023","1.649,797","1.649,474","1.658,136","1.642,531","","0,00%"
"16.08.2023","1.649,719","1.655,216","1.659,409","1.646,213","","-0,33%"
"15.08.2023","1.655,201","1.660,156","1.662,787","1.649,623","","-0,30%"
"14.08.2023","1.660,137","1.668,464","1.669,635","1.654,550","","-0,50%"
"13.08.2023","1.668,544","1.664,075","1.674,314","1.658,445","","0,12%"
"11.08.2023","1.666,540","1.667,583","1.676,052","1.656,039","","-0,07%"
"10.08.2023","1.667,691","1.664,201","1.683,820","1.661,239","","0,25%"
"09.08.2023","1.663,517","1.675,224","1.685,662","1.626,552","","-0,69%"
"08.08.2023","1.675,084","1.682,175","1.682,935","1.668,524","","-0,41%"
"07.08.2023","1.681,898","1.687,112","1.688,654","1.676,728","","-0,31%"
"06.08.2023","1.687,093","1.680,981","1.689,896","1.680,981","","0,20%"
"04.08.2023","1.683,683","1.682,064","1.690,783","1.672,617","","-0,50%"
"03.08.2023","1.692,133","1.678,835","1.692,133","1.673,429","","0,80%"
"02.08.2023","1.678,741","1.693,867","1.710,896","1.676,059","","-0,89%"
"01.08.2023","1.693,842","1.700,753","1.704,082","1.681,963","","-0,43%"
"31.07.2023","1.701,080","1.694,845","1.707,870","1.692,491","","0,36%"
"30.07.2023","1.694,898","1.694,942","1.703,832","1.693,571","","-0,01%"
"28.07.2023","1.695,043","1.688,680","1.701,255","1.686,919","","0,38%"
"27.07.2023","1.688,707","1.706,264","1.717,858","1.682,865","","-1,10%"
"26.07.2023","1.707,561","1.699,799","1.717,377","1.699,296","","0,35%"
"25.07.2023","1.701,653","1.698,287","1.716,610","1.690,204","","0,17%"
"24.07.2023","1.698,696","1.700,383","1.705,362","1.691,970","","-0,12%"
"23.07.2023","1.700,676","1.701,240","1.704,054","1.697,418","","-0,07%"
"21.07.2023","1.701,881","1.702,287","1.707,835","1.695,046","","-0,02%"
"20.07.2023","1.702,245","1.713,637","1.721,298","1.693,759","","-0,21%"
"19.07.2023","1.705,827","1.713,905","1.718,616","1.691,107","","-0,39%"
"18.07.2023","1.712,584","1.660,595","1.718,668","1.655,681","","3,20%"
"17.07.2023","1.659,473","1.650,743","1.665,731","1.642,848","","0,53%"
"16.07.2023","1.650,769","1.646,756","1.652,373","1.644,105","","0,19%"
"14.07.2023","1.647,613","1.643,421","1.652,673","1.640,071","","0,31%"
"13.07.2023","1.642,460","1.648,947","1.651,086","1.639,801","","-0,42%"
"12.07.2023","1.649,443","1.623,240","1.651,782","1.622,731","","1,62%"
"11.07.2023","1.623,188","1.619,730","1.627,494","1.614,818","","0,10%"
"10.07.2023","1.621,514","1.620,731","1.626,296","1.604,752","","-0,01%"
"09.07.2023","1.621,661","1.613,047","1.621,943","1.607,361","","0,54%"
"07.07.2023","1.612,934","1.604,845","1.621,692","1.602,485","","0,38%"
"06.07.2023","1.606,754","1.611,653","1.616,171","1.589,501","","-0,31%"
"05.07.2023","1.611,703","1.607,366","1.623,354","1.602,975","","0,15%"
"04.07.2023","1.609,337","1.600,303","1.618,053","1.600,303","","0,56%"
"03.07.2023","1.600,303","1.584,926","1.612,825","1.562,545","","0,97%"
"02.07.2023","1.585,003","1.607,639","1.632,831","1.556,812","","0,63%"
"30.06.2023","1.575,044","1.597,389","1.610,761","1.575,044","","-1,46%"
"29.06.2023","1.598,389","1.599,947","1.602,952","1.586,023","","-0,08%"
"28.06.2023","1.599,718","1.602,252","1.611,259","1.594,642","","-0,14%"
"27.06.2023","1.602,033","1.612,834","1.620,964","1.581,361","","-0,67%"
"26.06.2023","1.612,834","1.567,709","1.621,962","1.564,587","","2,84%"
"25.06.2023","1.568,236","1.558,718","1.574,299","1.558,718","","0,61%"
"23.06.2023","1.558,755","1.534,079","1.589,904","1.528,214","","1,74%"
"22.06.2023","1.532,030","1.465,420","1.534,329","1.457,506","","4,57%"
"21.06.2023","1.465,072","1.469,280","1.472,876","1.454,063","","-0,24%"
"20.06.2023","1.468,635","1.481,292","1.485,859","1.461,975","","-0,81%"
"19.06.2023","1.480,617","1.480,660","1.490,863","1.473,727","","0,00%"
"18.06.2023","1.480,614","1.486,631","1.490,331","1.476,932","","-0,42%"
"16.06.2023","1.486,821","1.489,666","1.497,157","1.475,312","","-0,24%"
"15.06.2023","1.490,329","1.473,820","1.493,194","1.464,492","","1,08%"
"14.06.2023","1.474,386","1.474,281","1.485,995","1.463,731","","-0,22%"
"13.06.2023","1.477,686","1.491,320","1.499,250","1.462,476","","-0,91%"
"12.06.2023","1.491,310","1.490,297","1.505,041","1.479,947","","0,06%"
"11.06.2023","1.490,428","1.475,158","1.496,979","1.475,158","","1,03%"
"09.06.2023","1.475,223","1.485,173","1.488,667","1.467,365","","-0,67%"
"08.06.2023","1.485,199","1.456,683","1.493,475","1.453,674","","1,96%"
"07.06.2023","1.456,666","1.384,936","1.470,859","1.384,936","","5,08%"
"06.06.2023","1.386,293","1.341,418","1.386,870","1.340,084","","3,32%"
"05.06.2023","1.341,740","1.321,464","1.350,463","1.318,356","","1,52%"
"04.06.2023","1.321,656","1.312,900","1.340,355","1.312,900","","0,54%"
"02.06.2023","1.314,535","1.328,323","1.335,372","1.309,022","","-1,04%"
"01.06.2023","1.328,323","1.312,416","1.332,057","1.252,173","","1,21%"
"31.05.2023","1.312,416","1.297,936","1.321,519","1.293,527","","1,11%"
"30.05.2023","1.297,968","1.257,933","1.312,699","1.250,534","","3,17%"
"29.05.2023","1.258,027","1.251,610","1.259,873","1.247,115","","0,51%"
"28.05.2023","1.251,658","1.249,947","1.252,891","1.248,549","","0,11%"
"26.05.2023","1.250,284","1.251,162","1.264,323","1.245,699","","-0,07%"
"25.05.2023","1.251,168","1.254,657","1.258,688","1.242,689","","-0,28%"
"24.05.2023","1.254,657","1.261,824","1.269,418","1.251,642","","-0,57%"
"23.05.2023","1.261,825","1.258,010","1.263,137","1.247,352","","0,31%"
"22.05.2023","1.257,912","1.262,751","1.300,877","1.255,490","","-0,40%"
"21.05.2023","1.262,970","1.259,870","1.263,940","1.257,813","","0,24%"
"19.05.2023","1.259,930","1.247,785","1.263,865","1.244,827","","0,98%"
"18.05.2023","1.247,759","1.260,617","1.262,643","1.242,250","","-1,02%"
"17.05.2023","1.260,611","1.262,617","1.264,994","1.254,874","","-0,16%"
"16.05.2023","1.262,592","1.275,028","1.277,740","1.259,224","","-0,99%"
"15.05.2023","1.275,172","1.268,357","1.278,726","1.265,368","","0,53%"
"14.05.2023","1.268,455","1.267,826","1.269,484","1.253,443","","0,20%"
"12.05.2023","1.265,868","1.268,863","1.276,611","1.261,407","","-0,24%"
"11.05.2023","1.268,891","1.276,647","1.287,740","1.264,822","","-0,61%"
"10.05.2023","1.276,647","1.278,311","1.286,823","1.270,173","","-0,11%"
"09.05.2023","1.278,032","1.267,890","1.279,025","1.266,555","","0,80%"
"08.05.2023","1.267,900","1.263,968","1.273,110","1.263,535","","0,31%"
"07.05.2023","1.263,992","1.264,431","1.265,347","1.262,852","","-0,05%"
"05.05.2023","1.264,656","1.284,752","1.286,725","1.253,521","","-1,56%"
"04.05.2023","1.284,751","1.285,327","1.290,199","1.271,859","","-0,04%"
"03.05.2023","1.285,267","1.262,512","1.302,189","1.257,863","","1,79%"
"02.05.2023","1.262,642","1.239,958","1.263,838","1.238,382","","1,84%"
"01.05.2023","1.239,870","1.242,845","1.254,599","1.236,938","","-0,24%"
"30.04.2023","1.242,820","1.244,796","1.246,083","1.242,728","","-0,11%"
"28.04.2023","1.244,184","1.242,114","1.247,635","1.236,321","","0,17%"
"27.04.2023","1.242,055","1.243,990","1.251,474","1.233,807","","-0,16%"
"26.04.2023","1.244,046","1.249,480","1.254,641","1.238,579","","-0,44%"
"25.04.2023","1.249,484","1.244,898","1.251,681","1.234,048","","0,37%"
"24.04.2023","1.244,901","1.238,582","1.245,769","1.231,845","","0,50%"
"23.04.2023","1.238,693","1.237,659","1.239,157","1.236,254","","0,12%"
"21.04.2023","1.237,251","1.251,258","1.251,450","1.229,844","","-1,12%"
"20.04.2023","1.251,297","1.243,815","1.255,378","1.241,673","","0,61%"
"19.04.2023","1.243,751","1.251,439","1.252,493","1.228,217","","-0,61%"
"18.04.2023","1.251,396","1.243,237","1.254,829","1.242,374","","0,66%"
"17.04.2023","1.243,234","1.248,305","1.255,707","1.235,014","","-0,40%"
"16.04.2023","1.248,289","1.248,185","1.249,565","1.245,309","","0,02%"
"14.04.2023","1.247,984","1.268,161","1.273,161","1.240,730","","-1,60%"
"13.04.2023","1.268,274","1.253,724","1.273,022","1.252,021","","1,16%"
"12.04.2023","1.253,730","1.244,282","1.259,643","1.243,492","","0,76%"
"11.04.2023","1.244,258","1.234,385","1.245,046","1.232,424","","0,80%"
"10.04.2023","1.234,425","1.241,908","1.241,990","1.228,182","","-0,59%"
"09.04.2023","1.241,807","1.243,145","1.243,769","1.235,336","","-0,11%"
"07.04.2023","1.243,120","1.243,389","1.245,545","1.242,141","","-0,02%"
"06.04.2023","1.243,377","1.250,729","1.251,479","1.239,015","","-0,59%"
"05.04.2023","1.250,769","1.249,499","1.257,580","1.244,308","","0,10%"
"04.04.2023","1.249,515","1.225,945","1.252,037","1.221,050","","1,92%"
"03.04.2023","1.225,963","1.208,177","1.228,861","1.203,385","","1,48%"
"02.04.2023","1.208,042","1.215,067","1.216,541","1.208,032","","-0,52%"
"31.03.2023","1.214,353","1.220,169","1.225,516","1.213,418","","-0,48%"
"30.03.2023","1.220,176","1.208,996","1.222,988","1.204,109","","0,93%"
"29.03.2023","1.208,927","1.212,664","1.219,680","1.204,642","","-0,30%"
"28.03.2023","1.212,557","1.202,252","1.217,698","1.197,546","","0,86%"
"27.03.2023","1.202,261","1.212,348","1.212,909","1.193,661","","-0,84%"
"26.03.2023","1.212,408","1.211,656","1.216,812","1.208,302","","-0,03%"
"24.03.2023","1.212,789","1.220,487","1.228,288","1.210,903","","-0,64%"
"23.03.2023","1.220,591","1.206,366","1.226,881","1.204,314","","1,18%"
"22.03.2023","1.206,388","1.189,184","1.210,937","1.184,206","","1,45%"
"21.03.2023","1.189,175","1.208,699","1.214,021","1.184,192","","-1,61%"
"20.03.2023","1.208,653","1.208,670","1.228,828","1.202,411","","0,00%"
"19.03.2023","1.208,630","1.215,491","1.217,019","1.207,463","","-0,62%"
"17.03.2023","1.216,148","1.174,046","1.216,148","1.172,562","","3,58%"
"16.03.2023","1.174,139","1.173,199","1.180,947","1.164,738","","0,09%"
"15.03.2023","1.173,126","1.161,356","1.182,622","1.151,108","","1,01%"
"14.03.2023","1.161,354","1.166,543","1.167,640","1.156,564","","-0,44%"
"13.03.2023","1.166,491","1.145,458","1.167,664","1.142,056","","1,83%"
"12.03.2023","1.145,540","1.138,626","1.156,845","1.137,727","","0,61%"
"10.03.2023","1.138,595","1.116,549","1.140,291","1.105,374","","1,97%"
"09.03.2023","1.116,552","1.105,784","1.119,116","1.102,482","","0,98%"
"08.03.2023","1.105,764","1.103,626","1.110,808","1.100,926","","0,19%"
"07.03.2023","1.103,617","1.121,640","1.125,970","1.102,928","","-1,62%"
"06.03.2023","1.121,816","1.125,865","1.129,483","1.119,293","","-0,36%"
"05.03.2023","1.125,831","1.126,214","1.129,161","1.125,729","","0,30%"
"03.03.2023","1.122,519","1.116,365","1.127,867","1.114,675","","0,55%"
"02.03.2023","1.116,365","1.115,352","1.116,768","1.109,637","","0,09%"
"01.03.2023","1.115,374","1.108,557","1.120,027","1.106,552","","0,61%"
"28.02.2023","1.108,610","1.103,483","1.116,814","1.096,352","","0,46%"
"27.02.2023","1.103,490","1.100,277","1.105,582","1.094,085","","0,29%"
"26.02.2023","1.100,277","1.099,542","1.101,394","1.098,637","","0,38%"
"24.02.2023","1.096,149","1.106,695","1.109,396","1.095,034","","-0,93%"
"23.02.2023","1.106,392","1.107,915","1.112,979","1.102,909","","-0,14%"
"22.02.2023","1.107,929","1.113,361","1.120,175","1.106,671","","-0,49%"
"21.02.2023","1.113,354","1.117,468","1.118,542","1.110,482","","-0,37%"
"20.02.2023","1.117,454","1.115,194","1.120,781","1.114,060","","0,20%"
"19.02.2023","1.115,243","1.117,173","1.120,152","1.115,133","","-0,12%"
"17.02.2023","1.116,531","1.112,476","1.118,531","1.103,246","","0,37%"
"16.02.2023","1.112,390","1.113,387","1.118,657","1.107,831","","-0,08%"
"15.02.2023","1.113,320","1.124,271","1.130,709","1.109,484","","-0,97%"
"14.02.2023","1.124,268","1.123,654","1.133,222","1.117,182","","0,05%"
"13.02.2023","1.123,659","1.127,945","1.130,042","1.121,174","","-0,40%"
"12.02.2023","1.128,184","1.129,672","1.131,240","1.128,091","","-0,14%"
"10.02.2023","1.129,751","1.128,037","1.133,701","1.121,970","","0,16%"
"09.02.2023","1.127,901","1.135,528","1.144,315","1.125,262","","-0,67%"
"08.02.2023","1.135,565","1.134,289","1.141,884","1.131,948","","0,11%"
"07.02.2023","1.134,323","1.131,736","1.140,758","1.128,956","","0,24%"
"06.02.2023","1.131,660","1.129,780","1.138,922","1.127,920","","0,17%"
"05.02.2023","1.129,759","1.129,573","1.132,504","1.127,014","","0,03%"
"03.02.2023","1.129,425","1.158,603","1.160,895","1.126,348","","-2,52%"
"02.02.2023","1.158,639","1.181,524","1.185,682","1.155,562","","-1,93%"
"01.02.2023","1.181,479","1.165,837","1.183,260","1.161,622","","1,36%"
"31.01.2023","1.165,671","1.162,451","1.173,987","1.149,812","","0,28%"
"30.01.2023","1.162,445","1.166,809","1.170,652","1.159,251","","-0,37%"
"29.01.2023","1.166,746","1.165,817","1.167,213","1.164,740","","0,06%"
"27.01.2023","1.166,023","1.167,637","1.170,028","1.159,507","","-0,14%"
"26.01.2023","1.167,643","1.178,207","1.178,633","1.160,384","","-0,90%"
"25.01.2023","1.178,189","1.171,326","1.178,670","1.161,453","","0,58%"
"24.01.2023","1.171,370","1.165,195","1.174,592","1.159,333","","0,53%"
"23.01.2023","1.165,149","1.165,489","1.171,642","1.156,030","","-0,01%"
"22.01.2023","1.165,300","1.163,743","1.165,697","1.163,278","","0,13%"
"20.01.2023","1.163,799","1.167,477","1.171,156","1.161,300","","-0,32%"
"19.01.2023","1.167,534","1.151,666","1.169,242","1.148,852","","1,38%"
"18.01.2023","1.151,671","1.152,421","1.163,694","1.145,632","","-0,07%"
"17.01.2023","1.152,468","1.158,234","1.158,722","1.149,540","","-0,48%"
"16.01.2023","1.158,060","1.158,008","1.165,338","1.154,115","","0,01%"
"15.01.2023","1.157,955","1.159,831","1.161,384","1.157,955","","-0,22%"
"13.01.2023","1.160,506","1.146,473","1.161,553","1.142,702","","1,25%"
"12.01.2023","1.146,233","1.133,283","1.148,024","1.132,700","","1,14%"
"11.01.2023","1.133,350","1.134,207","1.139,329","1.127,626","","-0,07%"
"10.01.2023","1.134,186","1.128,731","1.135,254","1.126,553","","0,48%"
"09.01.2023","1.128,744","1.128,796","1.135,598","1.127,191","","0,00%"
"08.01.2023","1.128,783","1.125,802","1.128,892","1.125,371","","0,31%"
"06.01.2023","1.125,342","1.106,255","1.131,146","1.105,403","","1,73%"
"05.01.2023","1.106,247","1.117,961","1.120,485","1.101,635","","-1,05%"
"04.01.2023","1.117,970","1.106,669","1.123,992","1.106,361","","1,02%"
"03.01.2023","1.106,658","1.102,311","1.113,918","1.099,074","","0,40%"
"02.01.2023","1.102,255","1.096,071","1.103,042","1.095,087","","0,56%"
"01.01.2023","1.096,071","1.096,342","1.097,662","1.094,884","","-0,08%"
"30.12.2022","1.096,929","1.092,124","1.098,408","1.091,567","","0,44%"
"29.12.2022","1.092,095","1.086,635","1.094,702","1.085,916","","0,50%"
"28.12.2022","1.086,677","1.087,747","1.089,978","1.081,558","","-0,10%"
"27.12.2022","1.087,749","1.081,265","1.104,501","1.080,996","","0,60%"
"26.12.2022","1.081,284","1.078,563","1.083,041","1.078,113","","0,25%"
"25.12.2022","1.078,563","1.079,246","1.080,730","1.078,553","","-0,12%"
"23.12.2022","1.079,870","1.077,165","1.083,241","1.075,707","","0,26%"
"22.12.2022","1.077,102","1.089,026","1.092,595","1.071,534","","-1,11%"
"21.12.2022","1.089,149","1.090,069","1.094,583","1.087,250","","-0,09%"
"20.12.2022","1.090,121","1.071,534","1.092,475","1.070,054","","1,73%"
"19.12.2022","1.071,615","1.073,597","1.078,494","1.069,639","","-0,18%"
"18.12.2022","1.073,549","1.074,417","1.075,896","1.072,986","","-0,14%"
"16.12.2022","1.075,102","1.065,392","1.076,028","1.064,060","","0,93%"
"15.12.2022","1.065,187","1.082,592","1.082,611","1.063,168","","-1,60%"
"14.12.2022","1.082,551","1.083,637","1.086,450","1.076,024","","-0,10%"
"13.12.2022","1.083,581","1.066,851","1.093,176","1.064,489","","1,57%"
"12.12.2022","1.066,848","1.075,890","1.076,218","1.065,361","","-0,84%"
"11.12.2022","1.075,890","1.076,773","1.079,100","1.075,800","","-0,16%"
"09.12.2022","1.077,631","1.072,586","1.082,623","1.072,271","","0,47%"
"08.12.2022","1.072,597","1.071,111","1.075,784","1.067,572","","0,14%"
"07.12.2022","1.071,069","1.061,111","1.072,918","1.059,796","","0,94%"
